"Alignment ID","Average Rt(min)","Average Mz","Metabolite name","Adduct type","Post curation result","Fill %","MS/MS assigned","Reference RT","Reference m/z","Formula","Ontology","INCHIKEY","SMILES","Annotation tag (VS1.0)","RT matched","m/z matched","MS/MS matched","Total score","RT similarity","Dot product","Reverse dot product","Fragment presence %","S/N average","blank_1","blank_2","blank_3","blank_4","exudate_1","exudate_2","exudate_3","FC_1","FC_2","FC_3","fungi_old_1","fungi_old_2","fungi_old_3","leaf_1","leaf_2","leaf_3","new_in_P08","new_in_P09","new_in_P10","new_out_P08","new_out_P09","new_out_P10","root_1","root_2","root_3","Soil_control_1","Soil_control_2","Soil_control_3","feature_name","blank_mean","maximum_biological_signal","sample_to_blank_ratio","present_in_any_group","number_detected","group1_n","group2_n","detection_category","RT_flag","MSMS_flag","annotation_flag"
624,0.6,123.0556,"Unknown","[M+H]+","similar chromatogram in higher mz_1330; found in higher mz's MsMs_2463",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",28.01,46024,52557,49991,0,49346,46637,30073,0,0,58528,522192,562381,381248,78368,30150,68900,54096,235686,124608,270298,141056,60313,27928,50055,80786,67033,25910,35703,"F624_mz123.0556_rt0.6",49524,562381,11.3555174154467,TRUE,22,3,1,"Fungal in-associated detection","Early RT","No MS/MS assignment","Unknown"
626,1.054,123.11687,"Unknown","[M+H]+",NA,0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",4.55,28520,19828,19829,0,22238,29182,26474,19583,0,0,16575,22148,19535,118615,46603,115449,16956,16794,15415,5923,23570,20824,8696,11112,16286,15926,19429,27298,"F626_mz123.1169_rt1.05",22725.6666666667,118615,5.21924317981813,TRUE,22,3,1,"Fungal in-associated detection","RT >= 1 min","No MS/MS assignment","Unknown"
694,0.489,128.1071,"Unknown","[M+H]+","ion correlated with 1822; ion correlated with 1926; ion correlated with 2556",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",150.98,245370,60035,56559,0,45287,49264,50491,45154,35046,0,71193,0,42765,610138,920761,973940,0,51342,0,0,40644,48468,62569,24847,18007,39624,50875,49210,"F694_mz128.1071_rt0.49",120654.666666667,973940,8.07207010583838,TRUE,19,1,2,"Fungal control-associated detection","Very early RT","No MS/MS assignment","Unknown"
704,0.733,129.01836,"Unknown","[M+H]+","ion correlated with 1617; ion correlated with 847; ion correlated with 1371; ion correlated with 2174; found in higher mz's MsMs_1877; similar chromatogram in higher mz_4351",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",104.01,31938,35364,27944,0,39864,34733,38734,150205,129179,189020,23007,10150,0,476293,625311,686600,0,35085,0,69484,130062,110079,18081,0,0,83581,71679,34719,"F704_mz129.0184_rt0.73",31748.6666666667,686600,21.6254553853584,TRUE,19,1,3,"Fungal control-associated detection","Early RT","No MS/MS assignment","Unknown"
733,0.896,130.6028,"Unknown","[M+H]+","similar chromatogram in higher mz_3616",0.143,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",28.18,0,0,0,0,0,0,0,151694,375878,0,26015,0,0,0,0,0,69881,0,0,129536,81636,134438,0,0,0,0,0,0,"F733_mz130.6028_rt0.9",0,375878,375879,TRUE,7,1,2,"Fungal control-associated detection","Early RT","No MS/MS assignment","Unknown"
738,1.025,131.04933,"Unknown","[M+H]+","ion correlated with 1188; found in higher mz's MsMs_1188; found in higher mz's MsMs_4658; found in higher mz's MsMs_3780; found in higher mz's MsMs_4759",0.179,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",149.66,4195,0,0,0,1632,0,1495,51586,47997,53294,24802,5335,0,2560840,1534022,1822079,1588,0,0,35930,32065,45323,1902173,454072,676762,0,0,0,"F738_mz131.0493_rt1.02",1398.33333333333,2560840,1830.04359218676,TRUE,17,1,3,"Fungal control-associated detection","RT >= 1 min","MS/MS available","Unknown"
773,0.466,133.028,"Unknown","[M+H]+",NA,0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",17,0,0,2786,0,106342,95810,93173,0,0,0,0,0,0,114298,0,0,597514,20945,691288,0,0,0,10719,0,0,67479,76663,77164,"F773_mz133.028_rt0.47",928.666666666667,691288,743.588024381499,TRUE,11,3,0,"Fungal in-associated detection","Very early RT","No MS/MS assignment","Unknown"
778,1.024,133.06499,"Unknown","[M+H]+","ion correlated with 3535; ion correlated with 3565; ion correlated with 4759; ion correlated with 4770; found in higher mz's MsMs_4759",0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",33.18,0,0,1539,0,1376,0,0,11702,26050,24744,10896,5252,4474,327694,161617,169561,0,0,0,0,9249,8631,114798,19206,14439,1711,0,1988,"F778_mz133.065_rt1.02",513,327694,637.538910505837,TRUE,17,0,3,"Fungal control-associated detection","RT >= 1 min","No MS/MS assignment","Unknown"
786,0.545,134.11778,"Unknown","[M+H]+","ion correlated with 3866; ion correlated with 50",0.179,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",67.84,64512,4184,1624,0,209971,87104,201034,11827,43551,17866,11249,27933,42789,0,0,0,0,0,0,0,0,0,0,0,0,364364,372339,315045,"F786_mz134.1178_rt0.54",23440,372339,15.8841346358944,TRUE,12,0,3,"Fungal control-associated detection","Early RT","No MS/MS assignment","Unknown"
792,1.005,135.08067,"Unknown","[M+H]+","ion correlated with 4843; ion correlated with 3955; ion correlated with 4029; ion correlated with 3171; ion correlated with 1458; ion correlated with 3937; ion correlated with 3803; ion correlated with 4550; ion correlated with 4165; ion correlated with 4912; ion correlated with 4759; ion correlated with 2865; ion correlated with 4035; found in higher mz's MsMs_1714",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",131.12,18547,11389,12579,0,12282,6956,10124,0,0,0,0,19859,13284,977210,472054,361828,0,11108,4608,0,0,0,36629,5641,15310,15779,12896,14547,"F792_mz135.0807_rt1",14171.6666666667,977210,68.9503974787149,TRUE,16,2,0,"Fungal in-associated detection","RT >= 1 min","No MS/MS assignment","Unknown"
810,0.447,136.9313,"Unknown","[M+H]+","ion correlated with 1396; ion correlated with 4391",0.214,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",865.59,0,0,0,0,233812,207794,175671,0,16100,11849,0,0,0,18236,52495,21341,0,0,0,0,9762,0,0,0,0,122302,117091,202074,"F810_mz136.9313_rt0.45",0,233812,233813,TRUE,12,0,2,"Fungal control-associated detection","Very early RT","No MS/MS assignment","Unknown"
822,0.512,137.08116,"Unknown","[M+H]+",NA,0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",52.69,10101,0,7166,0,42395,8784,21134,37886,0,0,42692,0,0,0,38028,0,50925,73458,0,0,39289,0,0,0,0,176866,260905,144659,"F822_mz137.0812_rt0.51",5755.66666666667,260905,45.3224088013897,TRUE,12,2,1,"Fungal in-associated detection","Early RT","No MS/MS assignment","Unknown"
834,0.463,137.97121,"Unknown","[M+H]+","ion correlated with 1695; ion correlated with 1924; ion correlated with 4008; ion correlated with 3597; found in higher mz's MsMs_904; found in higher mz's MsMs_1158",0.214,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",40.96,11534,0,6046,0,185351,174173,141195,32046,10694,7768,0,0,0,0,0,0,5098,0,0,0,0,0,0,0,0,197385,189262,150159,"F834_mz137.9712_rt0.46",5860,197385,33.677870670534,TRUE,10,1,3,"Fungal control-associated detection","Very early RT","No MS/MS assignment","Unknown"
839,0.708,138.07628,"Unknown","[M+H]+","ion correlated with 348; ion correlated with 905; ion correlated with 592",0.071,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",354.7,0,2714,0,0,0,0,0,42281,33458,0,1033878,2575102,1453278,0,0,0,0,0,0,17126,0,43375,0,0,0,0,0,0,"F839_mz138.0763_rt0.71",904.666666666667,2575102,2843.32315053368,TRUE,7,0,2,"Fungal control-associated detection","Early RT","MS/MS available","Unknown"
847,0.732,139.00266,"Unknown","[M+H]+","ion correlated with 1617; ion correlated with 704; ion correlated with 1371; ion correlated with 2174",0.179,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",14.22,26853,3874,4791,0,6514,0,4338,142327,146199,160392,37569,0,0,522583,645073,664966,16486,0,0,61503,123145,103916,0,0,29792,0,0,0,"F847_mz139.0027_rt0.73",11839.3333333333,664966,56.1611722642944,TRUE,14,1,3,"Fungal control-associated detection","Early RT","No MS/MS assignment","Unknown"
854,0.773,139.05048,"Unknown","[M+H]+",NA,0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",13.2,14131,13505,7997,0,60997,60375,39397,51973,74356,8687,67683,121837,99711,27754,28076,95013,0,0,0,0,36387,32420,142669,46575,0,110284,139916,31601,"F854_mz139.0505_rt0.77",11877.6666666667,142669,12.0106072510944,TRUE,19,0,3,"Fungal control-associated detection","Early RT","No MS/MS assignment","Unknown"
884,0.461,141.0547,"Unknown","[M+H]+",NA,0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",20.4,85087,60553,41955,0,38788,42110,43262,18391,34880,0,0,33722,0,416706,298382,283492,0,31118,0,0,0,88066,134268,96330,89324,74168,65052,42591,"F884_mz141.0547_rt0.46",62531.6666666667,416706,6.66382903868911,TRUE,17,1,2,"Fungal control-associated detection","Very early RT","No MS/MS assignment","Unknown"
889,0.788,141.10239,"Unknown","[M+H]+","ion correlated with 959; ion correlated with 2116; ion correlated with 2115; ion correlated with 2464; similar chromatogram in higher mz_4539",0.071,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",23.54,0,0,0,0,2550,0,0,106268,163251,119143,163876,83313,98028,0,0,0,0,17451,0,49720,92491,144333,0,0,0,0,0,2495,"F889_mz141.1024_rt0.79",0,163876,163877,TRUE,12,1,3,"Fungal control-associated detection","Early RT","No MS/MS assignment","Unknown"
917,0.668,143.1183,"Unknown","[M+H]+","ion correlated with 1390; ion correlated with 1386",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",73.43,0,0,0,0,0,2558,0,174531,233846,216972,373124,302932,206917,0,0,0,0,0,0,152686,165936,152877,0,0,0,0,0,0,"F917_mz143.1183_rt0.67",0,373124,373125,TRUE,10,0,3,"Fungal control-associated detection","Early RT","No MS/MS assignment","Unknown"
918,0.567,143.59712,"Unknown","[M+H]+","similar chromatogram in higher mz_1054; similar chromatogram in higher mz_3150; similar chromatogram in higher mz_4369; similar chromatogram in higher mz_3392",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",2500.81,0,0,0,0,0,0,0,119619,177607,247373,48162,0,0,0,0,0,0,0,0,0,75514,97627,0,0,0,0,0,0,"F918_mz143.5971_rt0.57",0,247373,247374,TRUE,6,0,3,"Fungal control-associated detection","Early RT","No MS/MS assignment","Unknown"
954,1.42,145.10132,"Unknown","[M+H]+","ion correlated with 4319; ion correlated with 3763; ion correlated with 1594; ion correlated with 4332; found in higher mz's MsMs_1594; similar chromatogram in higher mz_3249",0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",56.59,0,2111,371,0,1236,1538,1468,0,0,0,0,9668,2251,283107,82166,21942,2158,2928,0,0,2952,0,1997,0,0,0,1492,1374,"F954_mz145.1013_rt1.42",827.333333333333,283107,341.780281690141,TRUE,14,2,0,"Fungal in-associated detection","RT >= 1 min","No MS/MS assignment","Unknown"
