"Alignment ID","Average Rt(min)","Average Mz","Metabolite name","Adduct type","Post curation result","Fill %","MS/MS assigned","Reference RT","Reference m/z","Formula","Ontology","INCHIKEY","SMILES","Annotation tag (VS1.0)","RT matched","m/z matched","MS/MS matched","Total score","RT similarity","Dot product","Reverse dot product","Fragment presence %","S/N average","blank_1","blank_2","blank_3","blank_4","exudate_1","exudate_2","exudate_3","FC_1","FC_2","FC_3","fungi_old_1","fungi_old_2","fungi_old_3","leaf_1","leaf_2","leaf_3","new_in_P08","new_in_P09","new_in_P10","new_out_P08","new_out_P09","new_out_P10","root_1","root_2","root_3","Soil_control_1","Soil_control_2","Soil_control_3","feature_name","blank_mean","maximum_biological_signal","sample_to_blank_ratio","present_in_any_group","number_detected","group1_n","group2_n","detection_category","RT_flag","MSMS_flag","annotation_flag"
621,0.492,123.05533,"Unknown","[M+H]+","similar chromatogram in higher mz_2790; similar chromatogram in higher mz_1607; similar chromatogram in higher mz_1236; similar chromatogram in higher mz_3687; similar chromatogram in higher mz_4399; similar chromatogram in higher mz_3915; similar chromatogram in higher mz_1500; similar chromatogram in higher mz_1884; similar chromatogram in higher mz_3859",0.143,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",23.25,53900,59783,53480,0,55415,66346,75540,0,0,0,718063,695195,581209,183993,197018,252652,226855,96728,199781,100166,50650,0,108854,159592,214971,70146,79865,57643,"F621_mz123.0553_rt0.49",55721,718063,12.8865439144324,TRUE,20,2,0,"Fungal out-associated detection","Very early RT","No MS/MS assignment","Unknown"
624,0.6,123.0556,"Unknown","[M+H]+","similar chromatogram in higher mz_1330; found in higher mz's MsMs_2463",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",28.01,46024,52557,49991,0,49346,46637,30073,0,0,58528,522192,562381,381248,78368,30150,68900,54096,235686,124608,270298,141056,60313,27928,50055,80786,67033,25910,35703,"F624_mz123.0556_rt0.6",49524,562381,11.3555174154467,TRUE,22,3,1,"Fungal out-associated detection","Early RT","No MS/MS assignment","Unknown"
626,1.054,123.11687,"Unknown","[M+H]+",NA,0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",4.55,28520,19828,19829,0,22238,29182,26474,19583,0,0,16575,22148,19535,118615,46603,115449,16956,16794,15415,5923,23570,20824,8696,11112,16286,15926,19429,27298,"F626_mz123.1169_rt1.05",22725.6666666667,118615,5.21924317981813,TRUE,22,3,1,"Fungal out-associated detection","RT >= 1 min","No MS/MS assignment","Unknown"
786,0.545,134.11778,"Unknown","[M+H]+","ion correlated with 3866; ion correlated with 50",0.179,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",67.84,64512,4184,1624,0,209971,87104,201034,11827,43551,17866,11249,27933,42789,0,0,0,0,0,0,0,0,0,0,0,0,364364,372339,315045,"F786_mz134.1178_rt0.54",23440,372339,15.8841346358944,TRUE,12,0,3,"Fungal control-associated detection","Early RT","No MS/MS assignment","Unknown"
810,0.447,136.9313,"Unknown","[M+H]+","ion correlated with 1396; ion correlated with 4391",0.214,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",865.59,0,0,0,0,233812,207794,175671,0,16100,11849,0,0,0,18236,52495,21341,0,0,0,0,9762,0,0,0,0,122302,117091,202074,"F810_mz136.9313_rt0.45",0,233812,233813,TRUE,12,1,2,"Fungal control-associated detection","Very early RT","No MS/MS assignment","Unknown"
834,0.463,137.97121,"Unknown","[M+H]+","ion correlated with 1695; ion correlated with 1924; ion correlated with 4008; ion correlated with 3597; found in higher mz's MsMs_904; found in higher mz's MsMs_1158",0.214,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",40.96,11534,0,6046,0,185351,174173,141195,32046,10694,7768,0,0,0,0,0,0,5098,0,0,0,0,0,0,0,0,197385,189262,150159,"F834_mz137.9712_rt0.46",5860,197385,33.677870670534,TRUE,10,0,3,"Fungal control-associated detection","Very early RT","No MS/MS assignment","Unknown"
884,0.461,141.0547,"Unknown","[M+H]+",NA,0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",20.4,85087,60553,41955,0,38788,42110,43262,18391,34880,0,0,33722,0,416706,298382,283492,0,31118,0,0,0,88066,134268,96330,89324,74168,65052,42591,"F884_mz141.0547_rt0.46",62531.6666666667,416706,6.66382903868911,TRUE,17,1,2,"Fungal control-associated detection","Very early RT","No MS/MS assignment","Unknown"
955,1.154,145.10132,"Unknown","[M+H]+","ion correlated with 4844; ion correlated with 3370; ion correlated with 4910; ion correlated with 4348; ion correlated with 4038; ion correlated with 396; ion correlated with 4111; ion correlated with 4076; ion correlated with 1431; found in higher mz's MsMs_1598",0.071,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",51.35,0,2111,0,0,0,0,0,0,3978,0,72416,23839,19532,397067,128328,50588,3041,0,0,4123,3740,0,4363,3764,3959,0,1608,0,"F955_mz145.1013_rt1.15",703.666666666667,397067,563.483443708609,TRUE,14,2,1,"Fungal out-associated detection","RT >= 1 min","No MS/MS assignment","Unknown"
956,3.545,145.10135,"Unknown","[M+H]+","ion correlated with 1041; ion correlated with 779; ion correlated with 2014; ion correlated with 2157; ion correlated with 3115; ion correlated with 3702; ion correlated with 376; ion correlated with 741; ion correlated with 1141; ion correlated with 1166; ion correlated with 1379; ion correlated with 1546; ion correlated with 1893; ion correlated with 2293; ion correlated with 2563; ion correlated with 3959; ion correlated with 3318; ion correlated with 3338; ion correlated with 397; ion correlated with 597; ion correlated with 625; ion correlated with 1019; ion correlated with 1190; ion correlated with 1257; ion correlated with 1349; ion correlated with 1630; ion correlated with 1752; ion correlated with 2317; ion correlated with 2448; ion correlated with 2474; ion correlated with 2676; ion correlated with 2746; ion correlated with 2954; ion correlated with 3083; ion correlated with 3098; ion correlated with 3118; ion correlated with 3504; ion correlated with 3745; ion correlated with 3906; ion correlated with 5005; ion correlated with 5013; ion correlated with 5038; ion correlated with 5047; ion correlated with 4092; ion correlated with 3515; ion correlated with 4188; ion correlated with 3942; ion correlated with 4987; found in higher mz's MsMs_3115; found in higher mz's MsMs_3702; found in higher mz's MsMs_3318; found in higher mz's MsMs_2676; found in higher mz's MsMs_5005; found in higher mz's MsMs_3847; found in higher mz's MsMs_3515; found in higher mz's MsMs_3976; found in higher mz's MsMs_2474; found in higher mz's MsMs_2746; found in higher mz's MsMs_2954; found in higher mz's MsMs_1190; found in higher mz's MsMs_3083; found in higher mz's MsMs_3504",0.071,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",32.08,0,2593,1744,0,1380,0,0,1793,1880,0,3351,2228,0,110581,98034,252238,1483,1606,1838,0,1743,0,1562,0,0,0,0,0,"F956_mz145.1013_rt3.54",1445.66666666667,252238,174.358755760369,TRUE,13,1,2,"Fungal control-associated detection","RT >= 1 min","No MS/MS assignment","Unknown"
957,2.074,145.10136,"Unknown","[M+H]+","ion correlated with 2751; ion correlated with 378; ion correlated with 742; ion correlated with 1018; ion correlated with 1629; ion correlated with 1658; ion correlated with 420; ion correlated with 628; ion correlated with 995; ion correlated with 1570; ion correlated with 1694; ion correlated with 1719; ion correlated with 2318; ion correlated with 2447; ion correlated with 2950; ion correlated with 4946; ion correlated with 596; ion correlated with 1191; ion correlated with 2158; ion correlated with 2394; ion correlated with 56; ion correlated with 1140; ion correlated with 1258; ion correlated with 1468; ion correlated with 2582; ion correlated with 3907; ion correlated with 3941; ion correlated with 5039; ion correlated with 4118; ion correlated with 3777; ion correlated with 3979; found in higher mz's MsMs_3323; found in higher mz's MsMs_1751; found in higher mz's MsMs_3520; found in higher mz's MsMs_3703; found in higher mz's MsMs_2674; found in higher mz's MsMs_3079; found in higher mz's MsMs_5004; found in higher mz's MsMs_2381; found in higher mz's MsMs_2950; found in higher mz's MsMs_3851",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",58.06,0,1937,1467,0,0,1254,0,1802,0,0,2387,2199,1975,516310,324566,425734,2032,1760,2602,0,2094,1742,0,0,1810,0,1604,1484,"F957_mz145.1014_rt2.07",1134.66666666667,516310,454.632521279718,TRUE,16,2,1,"Fungal out-associated detection","RT >= 1 min","No MS/MS assignment","Unknown"
958,1.207,145.10153,"Unknown","[M+H]+","ion correlated with 2645; ion correlated with 1754; ion correlated with 2021",0.071,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",50.86,0,2111,0,0,0,1569,3017,0,3978,3202,72416,175916,189925,76188,27409,24784,0,2793,0,0,3740,0,2907,0,0,3161,1608,1512,"F958_mz145.1015_rt1.21",703.666666666667,189925,269.526017029328,TRUE,16,1,2,"Fungal control-associated detection","RT >= 1 min","No MS/MS assignment","Unknown"
1019,3.547,149.09636,"Unknown","[M+H]+","ion correlated with 1041; ion correlated with 419; ion correlated with 779; ion correlated with 2014; ion correlated with 2157; ion correlated with 3115; ion correlated with 3702; ion correlated with 376; ion correlated with 856; ion correlated with 1379; ion correlated with 2563; ion correlated with 3318; ion correlated with 3338; ion correlated with 956; ion correlated with 397; ion correlated with 597; ion correlated with 625; ion correlated with 994; ion correlated with 1190; ion correlated with 1257; ion correlated with 1349; ion correlated with 1630; ion correlated with 1752; ion correlated with 2317; ion correlated with 2448; ion correlated with 2474; ion correlated with 2676; ion correlated with 2746; ion correlated with 2954; ion correlated with 3083; ion correlated with 3098; ion correlated with 3118; ion correlated with 3504; ion correlated with 3745; ion correlated with 3906; ion correlated with 5005; ion correlated with 5013; ion correlated with 5038; ion correlated with 5047; ion correlated with 3515; ion correlated with 4188; found in higher mz's MsMs_3318; found in higher mz's MsMs_2676; found in higher mz's MsMs_5005; found in higher mz's MsMs_3847; found in higher mz's MsMs_3976; found in higher mz's MsMs_3504",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",12.1,5352,2404,1325,0,1404,0,0,1816,1546,2028,0,0,0,179419,213746,445407,1574,0,1568,0,0,1426,1741,0,3102,0,1274,0,"F1019_mz149.0964_rt3.55",3027,445407,147.0964332893,TRUE,13,1,3,"Fungal control-associated detection","RT >= 1 min","No MS/MS assignment","Unknown"
1025,5.773,149.13277,"Unknown","[M+H]+","ion correlated with 4420; ion correlated with 796; ion correlated with 595; ion correlated with 3908; ion correlated with 4091; ion correlated with 1369; ion correlated with 4504; ion correlated with 4273; ion correlated with 4359; ion correlated with 627; ion correlated with 2876; ion correlated with 3316; ion correlated with 3749; ion correlated with 1963; ion correlated with 3788; ion correlated with 3775; ion correlated with 2473; similar chromatogram in higher mz_3527",0.143,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",13.32,1330,0,0,0,0,0,0,0,0,0,0,0,0,174347,71803,123764,0,0,0,1504,1240,0,139748,90755,142836,0,0,0,"F1025_mz149.1328_rt5.77",443.333333333333,174347,392.381095273818,TRUE,8,2,0,"Fungal out-associated detection","RT >= 1 min","No MS/MS assignment","Unknown"
1052,0.494,152.10718,"Unknown","[M+H]+",NA,0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",45.47,18134,27389,20765,0,3624,13020,11857,0,37134,53783,0,0,0,0,0,22406,132632,167382,41206,0,0,0,0,0,0,10600,3756,6377,"F1052_mz152.1072_rt0.49",22096,167382,7.57491967235371,TRUE,12,0,2,"Fungal control-associated detection","Very early RT","No MS/MS assignment","Unknown"
1078,0.497,154.12285,"Unknown","[M+H]+",NA,0.214,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",23290.13,58749,172994,78853,0,76962,82327,71147,84601,33543,0,29280,42951,0,586286080,493204384,443658880,55298,41518,0,0,0,0,176076400,143163488,258194896,90273,82932,88216,"F1078_mz154.1228_rt0.5",103532,586286080,5662.79428781162,TRUE,18,0,2,"Fungal control-associated detection","Very early RT","MS/MS available","Unknown"
1100,0.885,156.13843,"Unknown","[M+H]+","found in higher mz's MsMs_4069",0.25,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",8831.42,0,5946,5558,0,6742,2220,3423,0,12457,20519,22443,111185,100317,141642864,114605704,168217296,0,0,0,0,0,0,41941616,53403548,80187576,10936,7111,5444,"F1100_mz156.1384_rt0.88",3834.66666666667,168217296,43856.0781263579,TRUE,17,0,2,"Fungal control-associated detection","Early RT","MS/MS available","Unknown"
1102,0.541,156.59285,"Unknown","[M+H]+",NA,0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",109.12,0,0,0,0,0,0,0,61436,118622,28586,0,0,0,0,0,0,0,0,0,45262,0,0,0,0,0,0,0,0,"F1102_mz156.5928_rt0.54",0,118622,118623,TRUE,4,1,3,"Fungal control-associated detection","Early RT","No MS/MS assignment","Unknown"
1105,0.514,156.9825,"Unknown","[M+H]+",NA,0.321,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",26.22,25764,2729,1675,0,4082,5750,5489,0,0,0,31080,116846,39884,179742,254611,152973,243103,109320,178632,98153,82450,0,372121,266680,351056,0,0,8162,"F1105_mz156.9825_rt0.51",10056,372121,37.0012926319976,TRUE,18,2,0,"Fungal out-associated detection","Early RT","No MS/MS assignment","Unknown"
1115,0.511,157.51488,"Unknown","[M+H]+",NA,0.286,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",1108.93,0,0,0,0,0,0,0,64955,0,66060,41738,193958,149744,127175,110716,0,126103,0,80747,51828,0,0,343355,352988,206938,0,0,0,"F1115_mz157.5149_rt0.51",0,352988,352989,TRUE,13,1,2,"Fungal control-associated detection","Early RT","No MS/MS assignment","Unknown"
1140,2.08,159.11703,"Unknown","[M+H]+","ion correlated with 378; ion correlated with 742; ion correlated with 957; ion correlated with 1018; ion correlated with 1629; ion correlated with 1658; ion correlated with 2022; ion correlated with 797; ion correlated with 2911; ion correlated with 420; ion correlated with 628; ion correlated with 995; ion correlated with 1351; ion correlated with 1570; ion correlated with 1694; ion correlated with 1719; ion correlated with 1894; ion correlated with 2137; ion correlated with 2318; ion correlated with 2447; ion correlated with 4946; ion correlated with 596; ion correlated with 1191; ion correlated with 2158; ion correlated with 2500; ion correlated with 2394; ion correlated with 56; ion correlated with 1167; ion correlated with 1258; ion correlated with 1468; ion correlated with 2582; ion correlated with 3907; ion correlated with 3941; ion correlated with 5039; ion correlated with 2347; ion correlated with 4118; ion correlated with 3777; ion correlated with 3979; ion correlated with 3997; found in higher mz's MsMs_3323; found in higher mz's MsMs_1751; found in higher mz's MsMs_3520; found in higher mz's MsMs_3703; found in higher mz's MsMs_2674; found in higher mz's MsMs_5004; found in higher mz's MsMs_2381; found in higher mz's MsMs_2950; found in higher mz's MsMs_3851",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",36.08,1949,1902,1881,0,3319,0,3780,0,3297,0,3762,2123,1664,339719,234352,311245,0,1959,4160,2532,850,0,4020,2993,1517,1973,1578,1966,"F1140_mz159.117_rt2.08",1910.66666666667,339719,177.708805579773,TRUE,19,2,1,"Fungal out-associated detection","RT >= 1 min","No MS/MS assignment","Unknown"
1151,0.494,160.06065,"Unknown","[M+H]+","similar chromatogram in higher mz_4391; similar chromatogram in higher mz_4025",0.214,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",81.6,0,10379,9529,0,299836,233620,224124,0,55890,0,80824,154882,130900,0,14353,0,0,33166,0,55258,73615,46002,0,0,0,215789,222312,279987,"F1151_mz160.0607_rt0.49",6636,299836,45.1765858068404,TRUE,15,3,1,"Fungal out-associated detection","Very early RT","No MS/MS assignment","Unknown"
1191,2.077,163.11201,"Unknown","[M+H]+","ion correlated with 2751; ion correlated with 395; ion correlated with 378; ion correlated with 742; ion correlated with 957; ion correlated with 1018; ion correlated with 1497; ion correlated with 1629; ion correlated with 1658; ion correlated with 2022; ion correlated with 797; ion correlated with 1838; ion correlated with 2911; ion correlated with 628; ion correlated with 995; ion correlated with 1351; ion correlated with 1570; ion correlated with 1694; ion correlated with 1719; ion correlated with 1894; ion correlated with 2137; ion correlated with 2318; ion correlated with 2447; ion correlated with 2950; ion correlated with 4946; ion correlated with 596; ion correlated with 2158; ion correlated with 4919; ion correlated with 532; ion correlated with 2500; ion correlated with 3522; ion correlated with 2562; ion correlated with 2394; ion correlated with 56; ion correlated with 1140; ion correlated with 1167; ion correlated with 1258; ion correlated with 1468; ion correlated with 2582; ion correlated with 3907; ion correlated with 3941; ion correlated with 5039; ion correlated with 2347; ion correlated with 4118; ion correlated with 3777; ion correlated with 3997; ion correlated with 5027; found in higher mz's MsMs_5004; found in higher mz's MsMs_3851",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",14.59,0,0,0,0,0,0,1469,0,1757,3557,1788,0,0,289668,183885,224679,0,0,0,0,0,0,2126,0,1788,0,1526,2066,"F1191_mz163.112_rt2.08",0,289668,289669,TRUE,11,0,2,"Fungal control-associated detection","RT >= 1 min","No MS/MS assignment","Unknown"
1203,0.546,164.07396,"Unknown","[M+H]+","ion correlated with 1620; ion correlated with 1506",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",185.33,6800,6781,8342,0,0,6434,6816,43248,0,0,39143,0,0,1214424,783923,2002221,0,0,28305,0,71674,101829,0,0,113489,7986,3135,11931,"F1203_mz164.074_rt0.55",7307.66666666667,2002221,273.951746784639,TRUE,14,2,1,"Fungal out-associated detection","Early RT","No MS/MS assignment","Unknown"
1204,0.417,164.07411,"Unknown","[M+H]+",NA,0.214,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",563.03,17600,7305,6732,0,6571,3755,0,25875,30550,16392,0,10709,23417,5048842,5426892,8336904,6724,5930,0,0,0,0,1239978,1823332,2040844,0,63516,6209,"F1204_mz164.0741_rt0.42",10545.6666666667,8336904,790.477718078382,TRUE,17,0,3,"Fungal control-associated detection","Very early RT","MS/MS available","Unknown"
1216,0.528,165.05487,"Unknown","[M+H]+","ion correlated with 4682",0.179,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",185.48,20732,6007,9553,0,3038,8470,4552,42097,0,1855440,0,0,0,124031,96729,130311,756774,1088740,768076,520868,0,0,0,0,0,5760,7633,6084,"F1216_mz165.0549_rt0.53",12097.3333333333,1855440,153.363355834137,TRUE,15,1,2,"Fungal control-associated detection","Early RT","No MS/MS assignment","Unknown"
1229,9.704,166.06462,"Unknown","[M+H]+",NA,0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",18.38,12952,0,23394,0,0,46290,0,9766,20399,0,115163,17248,26409,27677,13415,20152,0,58650,41181,59160,0,0,0,0,8829,0,0,67328,"F1229_mz166.0646_rt9.7",12115.3333333333,115163,9.50485570442103,TRUE,14,1,2,"Fungal control-associated detection","RT >= 1 min","No MS/MS assignment","Unknown"
1240,0.768,166.99548,"Unknown","[M+H]+",NA,0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",2.34,5163,0,0,0,0,1867,0,0,17051,0,47895,76106,27073,73095,98962,75346,103809,86701,110664,76030,33082,15702,132441,52979,157558,0,0,2683,"F1240_mz166.9955_rt0.77",1721,157558,91.4976771196283,TRUE,18,3,1,"Fungal out-associated detection","Early RT","No MS/MS assignment","Unknown"
1262,0.647,167.48679,"Unknown","[M+H]+",NA,0.179,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",1446.28,0,0,0,0,0,0,0,0,0,40868,60014,21288,95733,0,36632,39832,149479,88019,103842,59153,64746,48288,146953,195032,142267,0,0,0,"F1262_mz167.4868_rt0.65",0,195032,195033,TRUE,15,3,1,"Fungal out-associated detection","Early RT","No MS/MS assignment","Unknown"
