"Alignment ID","Average Rt(min)","Average Mz","Metabolite name","Adduct type","Post curation result","Fill %","MS/MS assigned","Reference RT","Reference m/z","Formula","Ontology","INCHIKEY","SMILES","Annotation tag (VS1.0)","RT matched","m/z matched","MS/MS matched","Total score","RT similarity","Dot product","Reverse dot product","Fragment presence %","S/N average","blank_1","blank_2","blank_3","blank_4","exudate_1","exudate_2","exudate_3","FC_1","FC_2","FC_3","fungi_old_1","fungi_old_2","fungi_old_3","leaf_1","leaf_2","leaf_3","new_in_P08","new_in_P09","new_in_P10","new_out_P08","new_out_P09","new_out_P10","root_1","root_2","root_3","Soil_control_1","Soil_control_2","Soil_control_3","feature_name","blank_mean","maximum_biological_signal","sample_to_blank_ratio","present_in_any_group","number_detected","leaf_n","root_n","exudate_n","soil_n","fungal_control_n","fungal_out_n","fungal_in_n","fungi_old_n","leaf_present","root_present","exudate_present","soil_present","fungal_control_present","fungal_out_present","fungal_in_present","fungi_old_present","plant_present","fungus_present","plant_and_fungus","cross_pattern"
1984,7.957,217.10492,"Unknown","[M+H]+",NA,0.036,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",39.84,17787,40236,24309,0,31829,28263,25983,42600,64723,31883,39821,31191,31015,54225,59664,32668,275569,26680,36882,30650,26084,27417,28829,32877,39451,20234,29248,48952,"F1984_mz217.1049_rt7.96",27444,275569,10.0408088905083,TRUE,24,3,3,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
1985,8.023,217.105,"Unknown","[M+H]+",NA,0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",34.36,17232,39770,24824,0,32029,27566,27910,33453,47411,61340,39821,38701,35113,54225,115111,36764,67674,41798,36882,37458,33916,33906,26841,51203,39451,207000,60102,29282,"F1985_mz217.105_rt8.02",27275.3333333333,207000,7.58903322782877,TRUE,24,3,3,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
1986,7.709,217.10503,"Unknown","[M+H]+",NA,0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",23.11,15169,29773,22524,0,20002,22502,22316,34258,31011,33251,163670,23924,26987,22823,72409,38755,29764,24002,25719,26307,27599,37885,24250,25546,22257,23574,24176,25738,"F1986_mz217.105_rt7.71",22488.6666666667,163670,7.27760897597415,TRUE,24,3,3,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
1987,7.905,217.10512,"Unknown","[M+H]+","ion correlated with 335",0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",37.19,19751,57617,28468,0,25741,25472,25983,56006,64723,31671,28012,31191,31015,29152,36346,32668,30958,28989,34054,39889,27066,23930,16568,26491,29044,222402,25463,48952,"F1987_mz217.1051_rt7.9",35278.6666666667,222402,6.30399947089447,TRUE,24,3,3,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
1988,0.75,217.11855,"Unknown","[M+H]+","ion correlated with 2742; ion correlated with 1540; ion correlated with 1174",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",120.41,4418,2366,2026,0,2019,0,0,589276,722187,653695,480643,85988,79618,21438,20816,0,25455,96412,32004,218948,373644,441018,0,0,0,0,0,0,"F1988_mz217.1186_rt0.75",2936.66666666667,722187,245.837285827754,TRUE,15,2,0,1,0,3,3,3,3,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Other pattern"
1989,0.488,217.11856,"Unknown","[M+H]+","ion correlated with 2004; ion correlated with 1266; ion correlated with 1162; ion correlated with 2016; ion correlated with 1812; ion correlated with 2207; ion correlated with 1541; ion correlated with 2372; ion correlated with 5035",0.5,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",99.68,0,0,0,0,0,0,0,1192860,1354426,1147790,444801,116831,0,246325,263819,215348,223715,431018,352608,717336,1032114,984299,0,0,0,0,0,3179,"F1989_mz217.1186_rt0.49",0,1354426,1354427,TRUE,15,3,0,0,1,3,3,3,2,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Other pattern"
1990,0.923,217.11879,"Unknown","[M+H]+","ion correlated with 1793",0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",28.54,0,0,0,0,2563,0,0,205791,272659,154278,215791,231602,250851,0,0,0,90076,106817,63067,140526,144065,161594,0,0,0,0,0,0,"F1990_mz217.1188_rt0.92",0,272659,272660,TRUE,13,0,0,1,0,3,3,3,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"Other pattern"
1991,3.544,217.12277,"Unknown","[M+H]+","ion correlated with 1041; ion correlated with 2014; ion correlated with 2157; ion correlated with 741; ion correlated with 1141; ion correlated with 1166; ion correlated with 1521; ion correlated with 1693; ion correlated with 1893; ion correlated with 2293; ion correlated with 2563; ion correlated with 3959; ion correlated with 956; ion correlated with 397; ion correlated with 1019; ion correlated with 1349; ion correlated with 1752; ion correlated with 2317; ion correlated with 3098; ion correlated with 3118; ion correlated with 5038; ion correlated with 5047; ion correlated with 2271; ion correlated with 4092; ion correlated with 4188; ion correlated with 3942; ion correlated with 4106",0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",7.12,0,0,0,0,0,0,0,0,0,0,0,0,0,49642,74300,107711,0,0,0,0,0,3015,0,0,0,0,0,0,"F1991_mz217.1228_rt3.54",0,107711,107712,TRUE,4,3,0,0,0,0,1,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Other pattern"
1992,0.667,217.12985,"Unknown","[M+H]+",NA,0.393,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",76.58,5995,0,0,0,0,0,0,530938,909828,892382,695336,0,33251,585017,577115,531828,199909,285446,181155,461498,568241,637435,0,0,0,0,0,0,"F1992_mz217.1299_rt0.67",1998.33333333333,909828,455.066188729577,TRUE,14,3,0,0,0,3,3,3,2,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Other pattern"
1993,0.926,217.15509,"Unknown","[M+H]+","ion correlated with 2544; ion correlated with 2928; ion correlated with 1958; ion correlated with 350; ion correlated with 765; ion correlated with 2210; ion correlated with 1568",0.357,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",1437.14,12272,2008,0,0,0,0,0,13646014,14451736,14306603,4701570,169012,182304,33598,0,16003,2590965,4494182,2516362,8775002,12136790,11144453,10487,12451,40272,0,2738,2188,"F1993_mz217.1551_rt0.93",4760,14451736,3035.44150388574,TRUE,19,2,3,0,2,3,3,3,3,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Root + Fungal in"
1994,1.037,217.15514,"Unknown","[M+H]+",NA,0.071,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",20.58,0,0,0,0,0,0,0,182306,207220,190502,146469,179967,65810,120044,12020,135788,31812,69766,31654,118159,169166,155962,92139,13118,121138,0,1860,2231,"F1994_mz217.1551_rt1.04",0,207220,207221,TRUE,20,3,3,0,2,3,3,3,3,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Root + Fungal in"
1995,1.883,217.15903,"Unknown","[M+H]+","ion correlated with 3998; ion correlated with 3871; ion correlated with 3693; ion correlated with 4050; ion correlated with 4105; ion correlated with 3176; ion correlated with 2401; ion correlated with 2581; ion correlated with 3995; ion correlated with 3283; ion correlated with 3133; similar chromatogram in higher mz_3909; similar chromatogram in higher mz_3494; found in higher mz's MsMs_2581; similar chromatogram in higher mz_2401; similar chromatogram in higher mz_3693; similar chromatogram in higher mz_4105; similar chromatogram in higher mz_3176",0.071,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",5.68,2314,0,1560,0,0,0,0,0,2543,0,5436,6393,10796,128128,82350,104616,0,0,0,0,0,2278,0,0,0,0,0,0,"F1995_mz217.159_rt1.88",1291.33333333333,128128,99.1454733041011,TRUE,8,3,0,0,0,1,1,0,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"Other pattern"
1996,1.227,217.15921,"Unknown","[M+H]+","ion correlated with 2619; ion correlated with 2102; ion correlated with 1003; ion correlated with 1754; ion correlated with 2021; ion correlated with 1272",0.071,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",61.69,0,0,1526,0,0,0,0,38276,57513,45942,95962,434474,514760,24913,10540,4707,3759,0,3596,30279,34411,32741,0,0,3039,1516,0,0,"F1996_mz217.1592_rt1.23",508.666666666667,514760,1009.99542184434,TRUE,16,3,1,0,1,3,3,2,3,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Other pattern"
1997,6.478,217.19533,"Unknown","[M+H]+","ion correlated with 2713",0.071,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",21.37,0,0,0,0,0,0,0,0,0,0,0,0,0,240144,15439,15423,0,0,0,0,0,0,106938,5639,10126,0,0,0,"F1997_mz217.1953_rt6.48",0,240144,240145,TRUE,6,3,3,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Other pattern"
1999,0.421,218.043,"Unknown","[M+H]+","ion correlated with 2310; ion correlated with 2026",0.429,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",683.56,8116,0,0,0,0,0,0,1738872,1358489,1163053,2024386,4346954,4217511,0,0,0,347424,504042,382421,721356,795549,771750,11210,0,0,0,15472,0,"F1999_mz218.043_rt0.42",2705.33333333333,4346954,1606.21566695406,TRUE,14,0,1,0,1,3,3,3,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"Other pattern"
2000,1.132,218.08173,"Unknown","[M+H]+",NA,0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",72.99,0,0,0,0,0,0,0,266418,67635,43829,40112,25278,60522,0,0,0,9574,21470,12704,45220,48451,54222,0,0,0,0,0,0,"F2000_mz218.0817_rt1.13",0,266418,266419,TRUE,12,0,0,0,0,3,3,3,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"Other pattern"
2001,0.916,218.10281,"Unknown","[M+H]+","ion correlated with 2520; ion correlated with 1525; ion correlated with 1623; ion correlated with 928; ion correlated with 1797; ion correlated with 4009; ion correlated with 1678",0.357,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",192.61,0,3905,2579,0,4779,7558,2152,350476,408285,380790,620163,838826,861464,0,0,8849,132324,267622,137750,139962,406530,313047,0,0,0,6910,12027,5579,"F2001_mz218.1028_rt0.92",2161.33333333333,861464,398.39602281486,TRUE,19,1,0,3,3,3,3,3,3,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Other pattern"
2002,1.261,218.13898,"Unknown","[M+H]+","ion correlated with 1768; ion correlated with 2603; ion correlated with 488; ion correlated with 4899; ion correlated with 4573; ion correlated with 4641",0.036,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",193.37,5981,6942,2757,0,7919,36981,30171,6897,10933,8225,596357,111148,83974,8461,5391,16601,11365,30841,18268,15934,17259,11699,5266,10050,8734,38478,28927,22476,"F2002_mz218.139_rt1.26",5226.66666666667,596357,114.077281132436,TRUE,24,3,3,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
2003,0.99,218.1394,"Unknown","[M+H]+",NA,0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",61.98,6424,10432,9621,0,4592,12620,10687,105471,200869,228375,283035,206623,140207,6502,0,1923,23324,37757,9675,84375,95473,126128,12605,7272,4510,12524,7951,13670,"F2003_mz218.1394_rt0.99",8825.66666666667,283035,32.0660120845921,TRUE,23,2,3,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
2004,0.446,218.1501,"Unknown","[M+H]+","ion correlated with 2058; ion correlated with 493; ion correlated with 2360; ion correlated with 2364; ion correlated with 2016; ion correlated with 1812; ion correlated with 1989; ion correlated with 2207; ion correlated with 1541",0.357,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",276.61,0,0,0,0,0,0,0,998869,1543394,1574745,271379,152964,160528,0,0,0,314240,453508,383231,855573,1077788,1047558,0,0,0,5301,0,0,"F2004_mz218.1501_rt0.45",0,1574745,1574746,TRUE,13,0,0,0,1,3,3,3,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"Other pattern"
2006,0.391,218.9839,"Unknown","[M+H]+","found in higher mz's MsMs_2296",0.857,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",696.64,0,0,0,0,1535816,1228885,999222,1774751,1725864,2357666,1496374,803927,847684,5982618,4211304,6654492,282415,455217,271088,987169,1370496,1220682,2241472,2544268,4533422,5148536,3541818,3122792,"F2006_mz218.9839_rt0.39",0,6654492,6654493,TRUE,24,3,3,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
2007,0.639,219.01012,"Unknown","[M+H]+",NA,0.071,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",56.64,88734,21489,40397,0,57620,64852,80899,38853,75988,33237,53782,147934,177076,44876,112590,120116,295331,252163,263991,166307,118805,48840,208893,225773,209923,56079,67099,64653,"F2007_mz219.0101_rt0.64",50206.6666666667,295331,5.88220922435485,TRUE,24,3,3,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
2009,0.45,219.02676,"Unknown","[M+H]+",NA,0.643,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",4144.05,201393,44162,46748,0,6882,9099,21664,31626654,36584852,39821400,17765312,1549686,1787035,23613540,17525770,30066812,6615700,10006382,8362904,14216964,18407190,20682764,14326544,17513702,30229798,13078,7798,11191,"F2009_mz219.0268_rt0.45",97434.3333333333,39821400,408.695692185586,TRUE,24,3,3,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
2010,0.658,219.09801,"Unknown","[M+H]+",NA,0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",88.52,0,0,2665,0,4282,3377,0,327404,434043,485634,325435,29724,16451,292287,264115,322371,30916,52490,33362,10778,220884,224633,0,0,0,0,0,0,"F2010_mz219.098_rt0.66",888.333333333333,485634,546.066341829085,TRUE,17,3,0,2,0,3,3,3,3,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Other pattern"
2011,1.627,219.10194,"Unknown","[M+H]+","ion correlated with 5045; ion correlated with 4861",0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",35.55,0,0,0,0,0,0,0,0,0,0,0,0,0,168108,39648,49111,1951,0,0,0,0,0,0,1695,0,0,0,0,"F2011_mz219.1019_rt1.63",0,168108,168109,TRUE,5,3,1,0,0,0,0,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Other pattern"
2012,1.09,219.10197,"Unknown","[M+H]+","ion correlated with 1217; ion correlated with 3309; ion correlated with 4550; ion correlated with 4658; ion correlated with 4165; ion correlated with 4759; ion correlated with 2865; ion correlated with 1837; ion correlated with 4035; ion correlated with 2094; ion correlated with 799; ion correlated with 4338; ion correlated with 4486; ion correlated with 3491; ion correlated with 4678; ion correlated with 3971; ion correlated with 4684; ion correlated with 4709; similar chromatogram in higher mz_3463; similar chromatogram in higher mz_4338; similar chromatogram in higher mz_2128",0.143,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",90.2,0,0,0,0,0,0,0,33819,4250,19499,28130,7044,25228,1032957,536866,518593,1384,3772,1911,9384,9485,27656,142103,48853,5140,0,0,0,"F2012_mz219.102_rt1.09",0,1032957,1032958,TRUE,18,3,3,0,0,3,3,3,3,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Root + Fungal in"
2013,1.21,219.10205,"Unknown","[M+H]+","ion correlated with 3898; ion correlated with 3143; ion correlated with 1598; ion correlated with 4110; ion correlated with 1870; ion correlated with 3772; ion correlated with 4353; ion correlated with 4719; ion correlated with 4341; ion correlated with 3733; ion correlated with 4388; ion correlated with 2740; ion correlated with 4166; ion correlated with 396; ion correlated with 4952; ion correlated with 3566; ion correlated with 4960; ion correlated with 3635; ion correlated with 4743; ion correlated with 4797; ion correlated with 4789; ion correlated with 4792; ion correlated with 4937; ion correlated with 1381; ion correlated with 1635; ion correlated with 4871; ion correlated with 4381; ion correlated with 4031",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",35.88,0,0,0,0,0,1740,0,5688,3086,0,3778,6261,4278,465954,241114,273151,4770,0,4554,0,7441,3349,23777,11803,14072,2542,0,0,"F2013_mz219.102_rt1.21",0,465954,465955,TRUE,17,3,3,1,1,2,2,2,3,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Root + Fungal in"
2014,3.543,219.1097,"Unknown","[M+H]+","ion correlated with 1041; ion correlated with 779; ion correlated with 2157; ion correlated with 376; ion correlated with 741; ion correlated with 1141; ion correlated with 1166; ion correlated with 1379; ion correlated with 1693; ion correlated with 1893; ion correlated with 2293; ion correlated with 2563; ion correlated with 3959; ion correlated with 956; ion correlated with 397; ion correlated with 597; ion correlated with 625; ion correlated with 1019; ion correlated with 1190; ion correlated with 1257; ion correlated with 1349; ion correlated with 1630; ion correlated with 1752; ion correlated with 2317; ion correlated with 2448; ion correlated with 2474; ion correlated with 2746; ion correlated with 2954; ion correlated with 3083; ion correlated with 3098; ion correlated with 3118; ion correlated with 3504; ion correlated with 3906; ion correlated with 5038; ion correlated with 5047; ion correlated with 4092; ion correlated with 4188; ion correlated with 3942; ion correlated with 4987; ion correlated with 4106",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",23.32,0,0,0,0,0,0,0,0,0,0,0,0,0,112272,131774,229044,0,0,0,0,1434,0,0,0,3413,0,0,0,"F2014_mz219.1097_rt3.54",0,229044,229045,TRUE,5,3,1,0,0,0,1,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Other pattern"
2015,0.668,219.13411,"Unknown","[M+H]+","ion correlated with 4471; ion correlated with 1256; ion correlated with 52; ion correlated with 2206; ion correlated with 2543; ion correlated with 1187; ion correlated with 1441; ion correlated with 361; ion correlated with 530; ion correlated with 2509",0.071,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",98.79,5649,0,0,0,0,0,0,1853020,2058012,1754318,788248,49898,56661,0,0,0,170924,371510,169319,766073,1379492,1219810,0,0,0,0,0,0,"F2015_mz219.1341_rt0.67",1883,2058012,1092.3635881104,TRUE,12,0,0,0,0,3,3,3,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"Other pattern"
2016,0.484,219.13419,"Unknown","[M+H]+","ion correlated with 493; ion correlated with 2004; ion correlated with 1808; ion correlated with 2364; ion correlated with 1784; ion correlated with 1812; ion correlated with 1989; ion correlated with 2207; ion correlated with 1541; ion correlated with 2372; ion correlated with 5035",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",68.95,7798,2672,0,0,0,0,0,1143147,1292890,1483588,443935,56966,0,0,0,0,355886,398358,297081,696807,1095301,1097671,0,0,0,3521,3732,0,"F2016_mz219.1342_rt0.48",3490,1483588,424.975365224864,TRUE,13,0,0,0,2,3,3,3,2,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"Other pattern"
2017,0.782,219.13425,"Unknown","[M+H]+","ion correlated with 1376; ion correlated with 2929; ion correlated with 1006; ion correlated with 566; ion correlated with 2541; ion correlated with 1813; ion correlated with 618",0.107,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",519.85,0,2728,0,0,2170,0,4147,2752843,3902889,3246332,1131088,111636,124607,0,0,0,182192,426306,243676,1115461,2052929,2264532,0,0,0,0,0,0,"F2017_mz219.1343_rt0.78",909.333333333333,3902889,4287.31966312706,TRUE,14,0,0,2,0,3,3,3,3,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Other pattern"
2018,0.961,219.13431,"Unknown","[M+H]+","ion correlated with 1785; ion correlated with 1569; ion correlated with 737; ion correlated with 2210; ion correlated with 1786; ion correlated with 1568; ion correlated with 2168",0.429,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",795.08,0,3255,0,0,2280,0,0,5846534,7042926,6848485,2511972,222662,210650,38664,22264,30821,1288690,2041106,1401541,4667971,6147444,5501164,35623,49352,43304,2176,2888,2984,"F2018_mz219.1343_rt0.96",1085,7042926,6485.19981583794,TRUE,22,3,3,1,3,3,3,3,3,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Root + Fungal in"
2019,0.879,219.13431,"Unknown","[M+H]+","ion correlated with 618; ion correlated with 2209; ion correlated with 1377; ion correlated with 2559; ion correlated with 1785",0.214,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",317.43,0,0,2313,0,2339,0,2185,2567714,3902383,2950621,980054,96254,80494,21225,0,0,587788,1102898,720219,2497783,2771468,3114779,0,0,22090,4496,2592,0,"F2019_mz219.1343_rt0.88",771,3902383,5054.90155440414,TRUE,18,1,1,2,2,3,3,3,3,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Other pattern"
2020,1.582,219.1747,"Unknown","[M+H]+","ion correlated with 4162; ion correlated with 4375; ion correlated with 4488; ion correlated with 2125; ion correlated with 2247; ion correlated with 2084; found in higher mz's MsMs_2247",0.071,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",33.26,5776,0,0,0,0,0,0,2700,0,0,78216,190816,149661,9189,0,0,2571,0,0,0,2444,0,2058,0,0,0,1794,0,"F2020_mz219.1747_rt1.58",1925.33333333333,190816,99.0571033050701,TRUE,9,1,1,0,1,1,1,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"Other pattern"
2021,1.207,219.17487,"Unknown","[M+H]+","ion correlated with 2799; ion correlated with 2619; ion correlated with 2102; ion correlated with 1003; ion correlated with 1754; ion correlated with 1272; ion correlated with 1996; similar chromatogram in higher mz_4583",0.071,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",96.12,0,0,1736,0,2034,1494,0,2381,5408,0,202140,480596,487272,54788,5366,10225,0,3208,0,0,0,4884,0,0,0,0,2929,1913,"F2021_mz219.1749_rt1.21",578.666666666667,487272,840.608970672801,TRUE,14,3,0,2,2,2,1,1,3,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"Other pattern"
2022,2.074,219.17499,"Unknown","[M+H]+","ion correlated with 2751; ion correlated with 2502; ion correlated with 395; ion correlated with 378; ion correlated with 742; ion correlated with 957; ion correlated with 1497; ion correlated with 1629; ion correlated with 1658; ion correlated with 797; ion correlated with 1838; ion correlated with 2911; ion correlated with 628; ion correlated with 1351; ion correlated with 1570; ion correlated with 1694; ion correlated with 1719; ion correlated with 1894; ion correlated with 2137; ion correlated with 2318; ion correlated with 2447; ion correlated with 4946; ion correlated with 596; ion correlated with 1191; ion correlated with 2158; ion correlated with 4919; ion correlated with 532; ion correlated with 2500; ion correlated with 3522; ion correlated with 3926; ion correlated with 2562; ion correlated with 2394; ion correlated with 56; ion correlated with 1140; ion correlated with 1167; ion correlated with 1258; ion correlated with 1468; ion correlated with 2582; ion correlated with 3941; ion correlated with 5039; ion correlated with 3509; ion correlated with 2347; ion correlated with 3824; ion correlated with 4118; ion correlated with 3777; ion correlated with 3997; ion correlated with 5027",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",25.69,1111,1628,0,0,390,0,0,6114,2035,3594,6361,2150,2280,231723,143965,167974,2600,0,0,2558,2040,0,0,0,0,1901,1557,0,"F2022_mz219.175_rt2.07",913,231723,253.527352297593,TRUE,15,3,0,1,2,3,2,1,3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"Other pattern"
2023,1.608,219.60716,"Unknown","[M+H]+","ion correlated with 4254; ion correlated with 4120; ion correlated with 4012; ion correlated with 3355; ion correlated with 4748; ion correlated with 2185; ion correlated with 2279; ion correlated with 4161; ion correlated with 1898; ion correlated with 3884; ion correlated with 3747; ion correlated with 4992; ion correlated with 3671; ion correlated with 2119; similar chromatogram in higher mz_2131; similar chromatogram in higher mz_2185; similar chromatogram in higher mz_2279; similar chromatogram in higher mz_4748",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",2857.32,0,0,0,0,0,0,0,0,0,0,0,0,0,201526,218773,260482,0,0,0,0,0,0,0,0,0,0,0,0,"F2023_mz219.6072_rt1.61",0,260482,260483,TRUE,3,3,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Other pattern"
