"feature_name","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","Alignment ID","Average Rt(min)","Average Mz","Metabolite name","Adduct type","Post curation result","MS/MS assigned","Formula","Ontology","Total score","S/N average","sample_to_blank_ratio","number_detected","absolute_PC1"
"F2017_mz219.1343_rt0.78",0.0223697677623339,0.00214867029985629,0.00202779694558125,-0.00211482394963946,-0.00410170005474934,0.000218582443103272,-0.0003962844501224,-0.000668708612553327,9.32760109693906e-05,-0.00290327186122613,-0.00151773888514156,0.00831498839605244,0.00117245047414236,-0.0019715761998751,-0.00194328880172584,0.00187721704011383,0.00117706422401848,-0.00299524803138413,0.00309885745409983,0.000527041505659488,0.0117672500598032,-0.00798048743332624,0.0236372388465011,-0.000827689509722989,2017,0.782,219.13425,"Unknown","[M+H]+","ion correlated with 1376; ion correlated with 2929; ion correlated with 1006; ion correlated with 566; ion correlated with 2541; ion correlated with 1813; ion correlated with 618",TRUE,"null","null","null",519.85,4287.31966312706,14,0.0223697677623339
"F4147_mz403.2455_rt2.58",-0.0223598468941871,-0.002883831844667,0.0027656722018356,0.000464688762523267,-0.00608618059005209,-0.000243471144990352,-0.00197755613920743,-0.00461421545646436,-0.00412185747160434,-0.00337680286488714,0.00174046272188348,0.00344620595958632,0.000558876336645202,-0.00367314938865147,-0.00141969242594341,0.00111693297791472,-0.00064672675679939,0.000160333695700724,0.000443896824118467,0.000112118029824281,0.000964853578357352,0.00064590648883733,-0.00119143372891125,-0.0055163113816679,4147,2.576,403.24554,"Unknown","[M+H]+","ion correlated with 2947; ion correlated with 3670; ion correlated with 3762; ion correlated with 3748; ion correlated with 3758; ion correlated with 4666; ion correlated with 4530",FALSE,"null","null","null",16.7,120255,6,0.0223598468941871
"F4736_mz546.3563_rt3.71",-0.0223500618913231,-0.00146715447972297,0.00248581703767696,-0.000353405448044493,-0.00558646660772651,0.00388313388537739,0.00358781017355149,0.013577024282683,-0.00469326611878857,-0.00633521399216369,-0.000812636921032518,0.00302079828091488,0.0011110392020804,-0.000956342030848422,-0.00221105837955223,-0.000580500835718287,-0.000200322256279499,0.000296241015614569,0.00130403812114051,-0.00040006853969971,0.00130023364854378,2.85654370804319e-05,-0.00215408948052328,0.00393236548384365,4736,3.707,546.35626,"Unknown","[M+H]+","ion correlated with 3605",FALSE,"null","null","null",68.55,224979,6,0.0223500618913231
"F998_mz147.5556_rt0.46",-0.022341039456157,0.000706340118438974,0.00218904024613689,-0.00070563752995727,-0.00543880613740915,0.00253135301943529,0.0012841590533653,-0.000911350274365529,-0.00843586731771322,0.00133743994728602,-0.0094251075123586,0.00520523439297569,0.002794897163865,0.0167851510945605,0.00357977963904742,-0.00174389589080004,0.00699478544746016,-0.00198053076334185,-0.00040777521592674,-0.0013506278849753,0.000824925649361787,-0.00112574564331302,-0.00331713550297162,0.0103166067823127,998,0.457,147.5556,"Unknown","[M+H]+","ion correlated with 4169; ion correlated with 4259; ion correlated with 3829; ion correlated with 3927; ion correlated with 4413; ion correlated with 4463; ion correlated with 4725; ion correlated with 4731; ion correlated with 1230; ion correlated with 3508; ion correlated with 4249; ion correlated with 3095; ion correlated with 3069; ion correlated with 3230; ion correlated with 1091; ion correlated with 1822; ion correlated with 1872; ion correlated with 4124; ion correlated with 3142; ion correlated with 1926; ion correlated with 3422; ion correlated with 4171; ion correlated with 3533; ion correlated with 2556; ion correlated with 2417; ion correlated with 4513",FALSE,"null","null","null",305.45,446007,6,0.022341039456157
"F4797_mz576.2815_rt1.18",-0.0223349394362193,-0.00151386780470637,0.00335369934574868,0.00266780714070464,-0.00401774285188728,-0.00350460076608112,-0.00571758837880319,-0.00616257287536668,0.00354443400275259,-0.00461713997485745,0.00671664325577546,0.000998412941884845,0.000239824845166545,-0.0125633905035728,-0.00258158588140616,0.00226707614276092,-0.00439051544936423,0.00151437468278981,0.00103543926312878,0.000520278705793393,0.000957752498715101,0.00143161520631221,-0.000432376580292907,-0.0127775190011939,4797,1.184,576.28149,"Unknown","[M+H]+","ion correlated with 4223; ion correlated with 4684; ion correlated with 4543; ion correlated with 4153; ion correlated with 3574; ion correlated with 3143; ion correlated with 1598; ion correlated with 4110; ion correlated with 3772; ion correlated with 4353; ion correlated with 4719; ion correlated with 4341; ion correlated with 3733; ion correlated with 4388; ion correlated with 2740; ion correlated with 4166; ion correlated with 396; ion correlated with 4952; ion correlated with 3566; ion correlated with 3635; ion correlated with 4743; ion correlated with 4789; ion correlated with 4803; ion correlated with 4792; ion correlated with 4937; ion correlated with 1381; ion correlated with 1635; ion correlated with 2013; ion correlated with 4871; ion correlated with 4381",FALSE,"null","null","null",6298.24,423497,6,0.0223349394362193
"F3269_mz314.2084_rt0.97",0.0223302339097901,-0.00056443960577879,0.00359733135483393,-0.000907399388521596,-0.00777411244384089,-0.000175711427054568,-0.00126052616490746,-0.000352845887822321,-0.00172559773922197,-0.00562802323875156,-0.00197820670055739,0.00615364796789329,0.0020218969838054,-0.00471338756565247,0.00369344985600005,0.00251343223860431,0.00393236829591416,-0.00237529972249355,-0.0073450642639621,0.00478433328052682,-0.000883588356600449,0.00118382403542315,-0.0205175207125692,-0.00755443883894737,3269,0.971,314.2084,"Unknown","[M+H]+","ion correlated with 4059; ion correlated with 1814; ion correlated with 4243; ion correlated with 1841; ion correlated with 3732; ion correlated with 4137; ion correlated with 999; ion correlated with 3501; ion correlated with 647; ion correlated with 4252; ion correlated with 2248; ion correlated with 3443; ion correlated with 3601; ion correlated with 4397; ion correlated with 4036; ion correlated with 3721; ion correlated with 3248; ion correlated with 4467; ion correlated with 2515; ion correlated with 3465; ion correlated with 2432; ion correlated with 4231; ion correlated with 3920; ion correlated with 4312; ion correlated with 4454; ion correlated with 3155; ion correlated with 4150; ion correlated with 4138; ion correlated with 1750; ion correlated with 911; ion correlated with 2228; ion correlated with 2985; ion correlated with 3479",FALSE,"null","null","null",188.26,468090,13,0.0223302339097901
"F2499_mz257.15_rt1.13",0.022305036277512,0.00183405506074301,0.00260307630501152,1.36699833410477e-07,-0.0100747290742028,0.00040923136229537,0.00329747896061141,-0.00196649312090158,0.00042331380432535,-0.00331456426361794,-0.00159642922174419,0.00126130276653663,0.00132966564824701,-0.00187324141331773,-0.00295836982426313,0.00175150667027045,-0.000459041109440669,-0.002276203925304,0.00196567138095748,-6.93295849322417e-05,0.00523531991159105,-0.0113063652518034,0.00944719516043616,-0.00080289299695966,2499,1.129,257.15002,"Unknown","[M+H]+","ion correlated with 3603; ion correlated with 3335; ion correlated with 3569; ion correlated with 2190; ion correlated with 807; ion correlated with 1811; ion correlated with 1555",TRUE,"null","null","null",54.08,933097,13,0.022305036277512
"F3477_mz332.1817_rt0.98",0.0223046413243478,0.00166551748274075,0.000663218805628322,0.00125708503366389,-0.0060145068900223,0.00626139716685101,-0.00176505321410553,0.0105037847191479,0.00716235100609194,-0.0118021928940629,0.00174697662592783,-0.00379954117284096,-0.00625024752393694,-0.00308969960255774,-0.00423743601540485,0.00170102340243854,-0.00226060079223044,-0.00321009622848738,-0.00325957597426524,0.00130009761934672,-0.000816521602629017,0.00125552412909456,0.000999512359140945,-0.00516955571506493,3477,0.976,332.18173,"Unknown","[M+H]+","ion correlated with 2963; ion correlated with 3025; ion correlated with 3628; ion correlated with 3334; ion correlated with 62; ion correlated with 2829; ion correlated with 3778; ion correlated with 3785; ion correlated with 916; ion correlated with 3132; ion correlated with 3393; ion correlated with 2891; ion correlated with 1544; ion correlated with 61; ion correlated with 3432; ion correlated with 3627; ion correlated with 1392; ion correlated with 3786",FALSE,"null","null","null",174.9,942.841592920354,15,0.0223046413243478
"F2598_mz265.1122_rt0.48",0.0223040097595402,-0.000683879626686443,-0.00110083789977005,-0.00105771197018338,-0.000458732302789878,0.0142082540338595,0.0029771865583368,-0.00275412428140642,-0.00593952907973092,-0.00721893683107271,-0.0116583433933062,0.00280857304341779,-0.0022967352288276,-0.00540594805605735,-0.00126652682762953,-0.000435139274203554,0.00619641997883574,-0.00729204439962098,-0.00744737759020304,0.001720200390382,-0.00209994836001894,0.000212604813610776,0.00158735154211832,-0.0158512460670683,2598,0.478,265.11215,"Unknown","[M+H]+",NA,FALSE,"null","null","null",268.04,1933286,14,0.0223040097595402
"F4093_mz394.2956_rt3.31",-0.0223026991949096,-0.000179192390456883,0.00316889534848727,0.00245675322263647,-0.00384118328818642,-0.00438766589337776,-0.00797530557051353,-0.00964373388435571,0.00689509389878085,0.00223374044245788,-0.00350991164773137,0.000503467750323417,0.00146090147030032,-0.0158718209506715,-0.00148284544062362,0.00491166786351105,-0.00414154973377508,0.00172487885735647,0.000810964551822765,0.000417373735618273,0.00116516458094907,0.00153135626296412,-0.00104056678371583,0.00952167567375188,4093,3.307,394.29559,"Unknown","[M+H]+","ion correlated with 3279; ion correlated with 3470; ion correlated with 3848; ion correlated with 3899; ion correlated with 3975; ion correlated with 2678",FALSE,"null","null","null",60.81,346587,6,0.0223026991949096
"F3561_mz339.0598_rt0.53",-0.0222813762466242,-0.000247104289311417,0.00290415428652507,0.00119525057966452,-0.00456281189130862,0.00208385735231719,0.00153794115422767,-0.00102140581640494,-0.00905012575858842,-0.00117677548646144,-0.00474267590869414,0.0056233492977374,0.00279029724133246,0.0235583323416502,0.00460700111680798,-0.00395632450942187,0.00843564708887063,-0.002536947473774,-0.000552575532257108,-0.00159385968970517,0.00075233045110728,-0.00147253784944198,-0.00336487445892592,-0.0102384589085585,3561,0.533,339.05978,"Unknown","[M+H]+","ion correlated with 245; ion correlated with 4171; ion correlated with 2556; ion correlated with 2417; ion correlated with 4513; ion correlated with 1203; ion correlated with 1902; ion correlated with 1620",FALSE,"null","null","null",8089.75,708770,6,0.0222813762466242
"F3662_mz349.0897_rt1.03",-0.0222804088261386,-0.00163509690626931,0.00235723308159261,-0.000855410108903817,-0.00624950202264029,0.00503212878309824,0.0046389680825532,0.000372029955132562,-0.0163497832901059,0.000347782382897462,-0.00833110023404536,0.00677612753486736,0.000359102226854718,-0.00282326481739704,-0.00234292867702276,0.00233599166402147,0.00161589974804491,-0.000452662907767163,-0.00016080082377764,1.06723665547054e-05,0.000600455441705653,0.000107320557036066,-0.00156844193010629,-0.0031064147808411,3662,1.028,349.08972,"Unknown","[M+H]+","ion correlated with 3056; ion correlated with 4284; ion correlated with 4151; ion correlated with 4483; ion correlated with 4037; ion correlated with 4247; ion correlated with 3961; ion correlated with 4668; ion correlated with 4052; ion correlated with 3741; ion correlated with 3962; ion correlated with 392; ion correlated with 3757; ion correlated with 3536; ion correlated with 3830; similar chromatogram in higher mz_4042; similar chromatogram in higher mz_4115",FALSE,"null","null","null",8400.52,541510,6,0.0222804088261386
"F3897_mz371.193_rt1.04",0.0222785387806848,-0.00195464729519537,-0.000438664759175598,0.0010097146458051,-0.00985989792046065,0.00133461904965232,-0.00288295103565773,0.000447937374027902,-0.00221302483432849,-0.000587951816962311,0.000171195373727648,0.00586133865346724,-0.00449925112748259,-0.0035919109591515,-0.000715958172411316,0.000704100327625517,0.00627988997382245,-0.000211555363486035,0.0121502577641642,0.00107678569190046,-0.00112084654225299,0.00167642720739139,-0.0218874274169024,0.00917921374916186,3897,1.042,371.19302,"Unknown","[M+H]+","ion correlated with 4113; ion correlated with 4382; ion correlated with 4334; ion correlated with 4219; ion correlated with 4508; ion correlated with 4112; ion correlated with 3964; ion correlated with 4293; ion correlated with 3969; ion correlated with 4585; ion correlated with 4081; ion correlated with 3431",FALSE,"null","null","null",17.85,213.241214057508,13,0.0222785387806848
"F1393_mz176.1646_rt0.92",-0.0222636838086873,-0.00205214234292866,0.00352728025288138,0.00296663823744479,-0.00387313729577485,-0.00189534507415528,-0.0042011341177835,0.0105573488679065,0.0119546756731802,-0.00492944792868601,0.0008367751725095,-0.00122372544765093,0.00223987015427319,-0.00987004767101497,-0.00174365787632587,0.00111977232482784,-0.00413114554049281,0.00183567384016847,0.00214783596642011,-0.000190644794943871,0.00200859482703466,0.000931429793355454,-0.00212329347433407,0.00446421468485541,1393,0.92,176.16464,"Unknown","[M+H]+","ion correlated with 4069; ion correlated with 4514; ion correlated with 521; ion correlated with 3170; ion correlated with 3377; ion correlated with 1429; ion correlated with 4880; ion correlated with 2902; ion correlated with 1929; ion correlated with 1904; ion correlated with 4843",FALSE,"null","null","null",183.2,1015955,6,0.0222636838086873
"F4447_mz456.2082_rt0.9",0.0222568103258349,0.00198673882021462,-0.00315164690761053,0.00137612283422358,-0.00524440438162235,0.00538025993554126,0.0119772854090418,-0.00978993371769602,0.00365450930065798,0.00213126688013808,-0.00793581590254323,-0.00194295778450191,0.000159425695083639,-0.00436627376574963,-0.00131844072160977,0.000602088239844364,0.00121421647440926,-0.00369131917390398,0.00749618176263967,-0.00142655164019849,-0.0021868000114569,0.000328010597968968,0.00151275722253191,-0.00285912361966386,4447,0.897,456.20816,"Unknown","[M+H]+",NA,TRUE,"null","null","null",5357.34,14878929,13,0.0222568103258349
"F2628_mz267.8584_rt0.42",-0.0222524081334343,-0.000565226301940323,0.00396164399973102,0.00453434645425838,-0.0023103031964861,-0.00279338462340041,-0.00527816883788759,0.00197771315427237,0.00841460388961793,-0.000452344333570045,-0.00256215527787177,-0.000203859943454991,0.00139752019196892,-0.0203133530763646,-0.00336367046576568,0.00473232504125562,-0.0061346479592326,0.00256680683953472,0.0016145927567025,0.000477454960360267,0.00146978515996933,0.00163942884535745,-0.00110742189045673,0.00422587833827431,2628,0.416,267.8584,"Unknown","[M+H]+","ion correlated with 307; ion correlated with 96; ion correlated with 3084; ion correlated with 2159; ion correlated with 2186; ion correlated with 254; ion correlated with 801; ion correlated with 3328; ion correlated with 2602; ion correlated with 3696; ion correlated with 4589; ion correlated with 3927; ion correlated with 4476; ion correlated with 4689; ion correlated with 4731; ion correlated with 1564; ion correlated with 1872; ion correlated with 2044; ion correlated with 2129; ion correlated with 3038; ion correlated with 3708",FALSE,"null","null","null",4134.07,279961,6,0.0222524081334343
"F3312_mz317.1823_rt0.91",0.0222476379611944,0.00119729189010758,0.000997421077313343,0.000956311564646025,-0.0113441624014728,0.00525507690868994,-0.00507733606511094,-0.000574301881411734,-0.00256994755123116,-0.0058868549873968,-0.00265077944818902,-0.00259762804035847,0.00115006913078506,-0.000472085480481765,-0.00330538331799652,0.00509725239118979,-0.00143973775773708,-0.000215655838357973,-0.0024024326602316,-0.00324215803186492,-0.0173635196719993,-0.00214100863816475,0.00444152178493991,0.00674463325105759,3312,0.91,317.18234,"Unknown","[M+H]+","ion correlated with 47; ion correlated with 2643; ion correlated with 818; ion correlated with 398; ion correlated with 4011; ion correlated with 3478; ion correlated with 2727; ion correlated with 4054; ion correlated with 2264; ion correlated with 3651; ion correlated with 2963; ion correlated with 3025; ion correlated with 3628; ion correlated with 3334; ion correlated with 62; ion correlated with 3381; ion correlated with 2802; ion correlated with 2829; ion correlated with 3778; ion correlated with 3743; ion correlated with 3900; ion correlated with 1446; ion correlated with 3785; ion correlated with 916",FALSE,"null","null","null",264,1066878,13,0.0222476379611944
"F3975_mz380.2799_rt3.31",-0.0222410643512156,0.00126803051193236,0.00283424255903021,0.00178733101737974,-0.00357706939998482,-0.00410488562245178,-0.00615391374741384,-0.0199656099462586,-0.00498544611810697,-0.00199630750396868,0.00710847479841727,0.00335891115828613,-0.000679355287468533,-0.00834654608226804,-0.00147484825684411,0.00257002210788061,-0.00200965905568264,0.000565856132859916,-0.00025847995937346,0.000615798812548124,-0.000104280645797683,0.00126268539483187,0.000317957113841281,0.00332683803741063,3975,3.31,380.27988,"Unknown","[M+H]+","ion correlated with 3279; ion correlated with 3470; ion correlated with 3848; ion correlated with 3899; ion correlated with 4093",TRUE,"null","null","null",53.65,596911,6,0.0222410643512156
"F5102_mz746.2346_rt0.95",-0.022238069298657,-0.00275179523229392,0.00368946768609622,0.00293316969286969,-0.00416071530775635,0.00244268238456211,0.00107158782698513,0.0122950335853959,0.000684324954331284,8.97452444106748e-05,-0.00992709283740841,0.00227906691998557,0.00213656788793738,-0.0110046537291887,-0.00268724975637555,0.00314843872036173,-0.00230377756787731,0.00131566524524458,0.00141710389795605,-0.000117606592002253,0.00182135432327988,0.00062099433510044,-0.00240146397308942,0.00621165583709611,5102,0.95,746.23462,"Unknown","[M+H]+","ion correlated with 2695; ion correlated with 1886; ion correlated with 4073; ion correlated with 4151; ion correlated with 4483; ion correlated with 4729",FALSE,"null","null","null",20.29,153778,6,0.022238069298657
"F4696_mz529.2036_rt0.97",0.0222345452158602,-0.00112702091395574,-0.003279592790659,0.000123932867250735,0.000193169208409067,0.00639248411047108,0.0127841018204096,-0.00769858345586006,0.00857972233169803,-0.00132286281534767,-0.000978111730790058,0.00258786907835514,-0.00564059310038376,0.00297139983161442,-0.00376449822783326,0.00912505545239469,-0.00595024150236975,0.0108885041865716,0.000929577732432561,-0.00182241184419042,0.00984242219045886,-0.0154887051193441,0.0119510124294136,0.00163223578758009,4696,0.97,529.20361,"Unknown","[M+H]+",NA,FALSE,"null","null","null",5013.98,596092,13,0.0222345452158602
