"Alignment ID","Average Rt(min)","Average Mz","Metabolite name","Adduct type","Post curation result","Fill %","MS/MS assigned","Reference RT","Reference m/z","Formula","Ontology","INCHIKEY","SMILES","Annotation tag (VS1.0)","RT matched","m/z matched","MS/MS matched","Total score","RT similarity","Dot product","Reverse dot product","Fragment presence %","S/N average","blank_1","blank_2","blank_3","blank_4","exudate_1","exudate_2","exudate_3","FC_1","FC_2","FC_3","fungi_old_1","fungi_old_2","fungi_old_3","leaf_1","leaf_2","leaf_3","new_in_P08","new_in_P09","new_in_P10","new_out_P08","new_out_P09","new_out_P10","root_1","root_2","root_3","Soil_control_1","Soil_control_2","Soil_control_3","feature_name","blank_mean","maximum_biological_signal","sample_to_blank_ratio","present_in_any_group","number_detected","leaf_detected_n","root_detected_n","exudate_detected_n","soil_detected_n","leaf_present","root_present","exudate_present","soil_present","plant_pattern","RT_flag","MSMS_flag","annotation_flag","plant_candidate_class","leaf_mean_raw","root_mean_raw","exudate_mean_raw","soil_mean_raw"
1505,0.466,184.07347,"Unknown","[M+H]+","ion correlated with 1828; ion correlated with 2965; ion correlated with 2415; found in higher mz's MsMs_2511",0.607,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",159.08,0,0,0,0,47134,37635,50469,1001901,1079274,760320,955050,540778,552521,3699718,3370481,4247745,387027,497256,411819,643229,690361,791353,105988,202316,195872,0,7217,0,"F1505_mz184.0735_rt0.47",0,4247745,4247746,TRUE,22,3,3,3,1,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate","Very early RT","No MS/MS assignment","Unknown","Leaf + Root + Exudate; absent Soil",3772648,168058.666666667,45079.3333333333,2405.66666666667
3309,1.04,317.13889,"Unknown","[M+H]+","ion correlated with 1654; ion correlated with 1405; ion correlated with 3171; ion correlated with 3624; ion correlated with 2793; ion correlated with 3937; ion correlated with 3608; ion correlated with 1217; ion correlated with 4207; ion correlated with 4658; ion correlated with 4759; ion correlated with 1837; ion correlated with 799; ion correlated with 392; ion correlated with 4649; ion correlated with 819; ion correlated with 3463; ion correlated with 4722; ion correlated with 3491; ion correlated with 4603",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",235.42,0,0,0,0,2485,2283,2083,1960,17056,4749,7027,12292,27940,1583827,975955,1348696,0,0,17076,32806,3193,27796,162259,24756,17750,0,0,0,"F3309_mz317.1389_rt1.04",0,1583827,1583828,TRUE,19,3,3,3,0,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate","RT >= 1 min","No MS/MS assignment","Unknown","Leaf + Root + Exudate; absent Soil",1302826,68255,2283.66666666667,0
2903,0.482,287.12415,"Unknown","[M+H]+","ion correlated with 3508; ion correlated with 1373; ion correlated with 2556",0.25,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",61.03,0,0,0,0,0,3900,1007,113171,62244,144180,67366,159696,178209,579319,735414,696976,0,84921,0,142974,0,127555,13378,0,17047,0,0,3777,"F2903_mz287.1242_rt0.48",0,735414,735415,TRUE,17,3,2,2,1,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate","Very early RT","No MS/MS assignment","Unknown","Leaf + Root + Exudate; absent Soil",670569.666666667,10141.6666666667,1635.66666666667,1259
2902,0.927,287.11072,"Unknown","[M+H]+","ion correlated with 4069; ion correlated with 3268; ion correlated with 521; ion correlated with 1686; ion correlated with 3389; ion correlated with 3170; ion correlated with 4123; ion correlated with 4880; ion correlated with 1393; ion correlated with 3860; ion correlated with 2553; ion correlated with 1904; ion correlated with 4002; ion correlated with 3955; ion correlated with 4029",0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",93.88,0,0,0,0,0,1898,1920,0,0,0,0,26853,0,547528,398026,414774,0,0,0,0,0,0,60359,24931,33704,0,0,0,"F2902_mz287.1107_rt0.93",0,547528,547529,TRUE,9,3,3,2,0,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate","Early RT","No MS/MS assignment","Unknown","Leaf + Root + Exudate; absent Soil",453442.666666667,39664.6666666667,1272.66666666667,0
3733,1.17,355.17358,"Unknown","[M+H]+","ion correlated with 4167; ion correlated with 4019; ion correlated with 1764; ion correlated with 4640; ion correlated with 4223; ion correlated with 4153; ion correlated with 4192; ion correlated with 3143; ion correlated with 4250; ion correlated with 1598; ion correlated with 1870; ion correlated with 4797; ion correlated with 4792; ion correlated with 2013; ion correlated with 4871",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",55.77,0,0,0,0,2544,2200,1695,7076,4878,0,0,0,11004,507570,413162,255331,3546,0,0,0,0,8040,60636,30207,4771,0,0,0,"F3733_mz355.1736_rt1.17",0,507570,507571,TRUE,14,3,3,3,0,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate","RT >= 1 min","No MS/MS assignment","Unknown","Leaf + Root + Exudate; absent Soil",392021,31871.3333333333,2146.33333333333,0
468,0.441,112.8959,"Unknown","[M+H]+","similar chromatogram in higher mz_1366; similar chromatogram in higher mz_1906; similar chromatogram in higher mz_1874; similar chromatogram in higher mz_1394; similar chromatogram in higher mz_1934; similar chromatogram in higher mz_3138",0.214,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",268.83,0,0,0,0,0,6601,12383,78906,79214,57570,205312,459379,376476,337384,144312,228354,17374,0,15616,0,16685,42577,8947,13264,17714,0,0,0,"F468_mz112.8959_rt0.44",0,459379,459380,TRUE,18,3,3,2,0,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate","Very early RT","No MS/MS assignment","Unknown","Leaf + Root + Exudate; absent Soil",236683.333333333,13308.3333333333,6328,0
4259,0.416,420.80542,"Unknown","[M+H]+","ion correlated with 4169; ion correlated with 4582; ion correlated with 4589; ion correlated with 4787; ion correlated with 3927; ion correlated with 4463; ion correlated with 4476; ion correlated with 4725; ion correlated with 4731; ion correlated with 1230; ion correlated with 4249; ion correlated with 3230; ion correlated with 998; ion correlated with 1872; ion correlated with 4124; ion correlated with 3142",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",4852.16,0,0,0,0,33422,9736,23757,23507,22178,22818,21041,0,11970,244621,197798,285406,5032,0,7038,25451,19566,12882,0,12259,47734,30236,0,0,"F4259_mz420.8054_rt0.42",0,285406,285407,TRUE,19,3,2,3,1,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate","Very early RT","No MS/MS assignment","Unknown","Leaf + Root + Exudate; absent Soil",242608.333333333,19997.6666666667,22305,10078.6666666667
4135,0.391,400.93881,"Unknown","[M+H]+","ion correlated with 3999",0.143,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",4263.32,0,0,0,0,20958,19190,0,31177,64165,33534,41141,23289,10827,227926,153342,266400,6355,16369,9955,15327,42155,7095,66178,96879,204996,0,44467,0,"F4135_mz400.9388_rt0.39",0,266400,266401,TRUE,21,3,3,2,1,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate","Very early RT","No MS/MS assignment","Unknown","Leaf + Root + Exudate; absent Soil",215889.333333333,122684.333333333,13382.6666666667,14822.3333333333
4384,0.416,442.79657,"Unknown","[M+H]+",NA,0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",3909.91,0,0,0,0,26180,7642,36349,53752,74146,47502,43767,27490,35616,248207,159422,178858,22347,43038,20444,55504,72399,65725,0,9564,39843,0,0,7582,"F4384_mz442.7966_rt0.42",0,248207,248208,TRUE,21,3,2,3,1,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate","Very early RT","No MS/MS assignment","Unknown","Leaf + Root + Exudate; absent Soil",195495.666666667,16469,23390.3333333333,2527.33333333333
3020,1.234,295.10297,"Unknown","[M+H]+","similar chromatogram in higher mz_4871; similar chromatogram in higher mz_4825; similar chromatogram in higher mz_4620",0.214,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",63.87,0,0,0,0,0,1642,1752,140260,35985,21618,29099,132308,129914,186052,114439,235986,4317,7307,2900,16652,30904,25247,13829,0,6270,0,1511,0,"F3020_mz295.103_rt1.23",0,235986,235987,TRUE,20,3,2,2,1,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate","RT >= 1 min","No MS/MS assignment","Unknown","Leaf + Root + Exudate; absent Soil",178825.666666667,6699.66666666667,1131.33333333333,503.666666666667
4446,6.54,455.31653,"Unknown","[M+H]+",NA,0.107,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",38.55,0,0,0,0,1350,2838,0,0,0,0,0,0,1094,197460,118928,219830,0,0,0,0,1336,0,83040,60216,51768,0,0,0,"F4446_mz455.3165_rt6.54",0,219830,219831,TRUE,10,3,3,2,0,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate","RT >= 1 min","MS/MS available","Unknown","Leaf + Root + Exudate; absent Soil",178739.333333333,65008,1396,0
2932,6.248,288.24515,"Unknown","[M+H]+",NA,0.071,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",4.21,0,0,0,0,0,1283,1274,0,0,0,0,0,0,142119,116637,100112,0,0,0,0,0,0,125207,161127,103239,0,0,0,"F2932_mz288.2452_rt6.25",0,161127,161128,TRUE,8,3,3,2,0,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate","RT >= 1 min","No MS/MS assignment","Unknown","Leaf + Root + Exudate; absent Soil",119622.666666667,129857.666666667,852.333333333333,0
3742,4.53,357.18314,"Unknown","[M+H]+","ion correlated with 4586; ion correlated with 3682; ion correlated with 2527; ion correlated with 2710; ion correlated with 2877; ion correlated with 3526; ion correlated with 3827; ion correlated with 3114",0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",26.07,0,0,0,0,1492,1846,2191,0,0,0,0,0,2717,40735,81388,144337,0,0,1794,2169,1749,0,3432,0,1587,0,2882,0,"F3742_mz357.1831_rt4.53",0,144337,144338,TRUE,13,3,2,3,1,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate","RT >= 1 min","No MS/MS assignment","Unknown","Leaf + Root + Exudate; absent Soil",88820,1673,1843,960.666666666667
3005,0.456,294.00385,"Unknown","[M+H]+",NA,0.143,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",648.96,0,0,0,0,7433,5038,3587,0,0,0,0,0,0,18006,114883,0,59260,76674,56532,0,0,8555,142336,122287,111860,0,0,3974,"F3005_mz294.0038_rt0.46",0,142336,142337,TRUE,13,2,3,3,1,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate","Very early RT","No MS/MS assignment","Unknown","Leaf + Root + Exudate; absent Soil",44296.3333333333,125494.333333333,5352.66666666667,1324.66666666667
4672,0.413,520.80798,"Unknown","[M+H]+","ion correlated with 4589; ion correlated with 4630; ion correlated with 3138",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",2311.12,0,0,0,0,37294,13256,15598,0,0,0,0,0,0,116311,108995,121363,0,0,0,0,0,0,8892,23086,52321,0,0,0,"F4672_mz520.808_rt0.41",0,121363,121364,TRUE,9,3,3,3,0,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate","Very early RT","No MS/MS assignment","Unknown","Leaf + Root + Exudate; absent Soil",115556.333333333,28099.6666666667,22049.3333333333,0
3609,0.416,345.16772,"Unknown","[M+H]+",NA,0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",49.63,0,0,0,0,21962,28516,7298,27260,20561,21347,14108,7035,25550,76435,100356,83767,21043,31277,23673,11154,36691,0,16934,36079,33830,0,0,22161,"F3609_mz345.1677_rt0.42",0,100356,100357,TRUE,21,3,3,3,1,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate","Very early RT","No MS/MS assignment","Unknown","Leaf + Root + Exudate; absent Soil",86852.6666666667,28947.6666666667,19258.6666666667,7387
1380,0.44,175.1192,"Unknown","[M+H]+",NA,0.643,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",9546.61,0,3167,6495,0,3714,1247,4816,68711720,93882488,89904928,26598530,578613,565594,141344720,173703744,142011248,26881606,42550916,33092132,54760424,70745264,71514024,50005972,51022820,25753818,0,0,0,"F1380_mz175.1192_rt0.44",3220.66666666667,173703744,53917.3548887739,TRUE,21,3,3,3,0,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate","Very early RT","MS/MS available","Unknown","Leaf + Root + Exudate; absent Soil",152353237.333333,42260870,3259,0
3520,2.064,335.22223,"Unknown","[M+H]+","ion correlated with 3323",0.321,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",1195.39,7538,5044,0,0,2921,1678,1857,184773,225673,226961,53692,2381,0,116792560,78356184,92514440,16424,29490,18785,70641,126974,136330,325751,42828,113636,0,1651,0,"F3520_mz335.2222_rt2.06",4194,116792560,27840.8965435042,TRUE,21,3,3,3,1,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate","RT >= 1 min","MS/MS available","Unknown","Leaf + Root + Exudate; absent Soil",95887728,160738.333333333,2152,550.333333333333
3782,0.477,360.15045,"Unknown","[M+H]+",NA,0.643,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",11282.18,7665,0,0,0,14304,4034,26112,28844946,24147974,20823348,22431754,8566587,9172838,22638568,26103252,24078092,37541476,35360316,37493608,31046202,26921550,23081774,8425662,8249732,5541022,0,0,0,"F3782_mz360.1504_rt0.48",2555,37541476,14687.5888106416,TRUE,21,3,3,3,0,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate","Very early RT","MS/MS available","Unknown","Leaf + Root + Exudate; absent Soil",24273304,7405472,14816.6666666667,0
1031,0.696,150.05849,"Unknown","[M+H]+","similar chromatogram in higher mz_3697",0.464,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",6356.01,2596,6976,3531,0,8479,4361,2596,40344132,54933724,51543436,19318772,97572,110834,1824924,1120921,2652799,6970857,10989488,6036328,21767850,39286716,41550464,0,22458,94313,0,6689,0,"F1031_mz150.0585_rt0.7",4367.66666666667,54933724,12574.4830611933,TRUE,21,3,2,3,1,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate","Early RT","MS/MS available","Unknown","Leaf + Root + Exudate; absent Soil",1866214.66666667,38923.6666666667,5145.33333333333,2229.66666666667
987,1.027,147.0442,"Unknown","[M+H]+","ion correlated with 4557; found in higher mz's MsMs_4658; found in higher mz's MsMs_3562; found in higher mz's MsMs_2969; found in higher mz's MsMs_1217",0.036,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",101.27,0,0,3105,0,2506,0,1840,17378,10362,23791,0,5831,8005,6269876,6632172,3599656,0,9503,0,7341,24928,12007,87920,93924,90611,2458,0,0,"F987_mz147.0442_rt1.03",1035,6632172,6401.71138996139,TRUE,18,3,3,2,1,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate","RT >= 1 min","MS/MS available","Unknown","Leaf + Root + Exudate; absent Soil",5500568,90818.3333333333,1448.66666666667,819.333333333333
783,0.452,134.04491,"Unknown","[M+H]+","ion correlated with 387; ion correlated with 776; similar chromatogram in higher mz_2083; similar chromatogram in higher mz_4395; similar chromatogram in higher mz_3492; similar chromatogram in higher mz_3180",0.643,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",993.67,0,4598,2923,0,24060,15887,14200,7222506,7605970,5798793,4065870,564004,346476,3496272,3504175,2452586,7924532,10068968,8393563,10032723,9939581,9578851,329059,432683,423456,0,3370,0,"F783_mz134.0449_rt0.45",2507,10068968,4014.74043062201,TRUE,22,3,3,3,1,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate","Very early RT","MS/MS available","Unknown","Leaf + Root + Exudate; absent Soil",3151011,395066,18049,1123.33333333333
2373,0.982,247.12956,"Unknown","[M+H]+","ion correlated with 2150",0.214,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",61.07,0,0,2074,0,3573,2952,0,1848743,2296222,2215362,2199837,2083210,1869704,51771,31292,32800,680595,1192003,819665,2090748,2688018,2499368,0,8763,24866,3708,0,0,"F2373_mz247.1296_rt0.98",691.333333333333,2688018,3882.55031295137,TRUE,20,3,2,2,1,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate","Early RT","MS/MS available","Unknown","Leaf + Root + Exudate; absent Soil",38621,11209.6666666667,2175,1236
2448,3.547,253.19543,"Unknown","[M+H]+","ion correlated with 3115; ion correlated with 3702; ion correlated with 3318; ion correlated with 3338; ion correlated with 1190; ion correlated with 2317; ion correlated with 2474; ion correlated with 2676; ion correlated with 2746; ion correlated with 2954; ion correlated with 3083; ion correlated with 3504; ion correlated with 3745; ion correlated with 3906; ion correlated with 5005; ion correlated with 5013; ion correlated with 3515; found in higher mz's MsMs_3504",0.107,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",143.85,2017,0,0,0,0,1506,2157,1842,0,0,0,0,0,678788,876120,1895393,0,0,0,0,0,1606,14217,3291,4819,0,0,0,"F2448_mz253.1954_rt3.55",672.333333333333,1895393,2814.94158415842,TRUE,10,3,3,2,0,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate","RT >= 1 min","MS/MS available","Unknown","Leaf + Root + Exudate; absent Soil",1150100.33333333,7442.33333333333,1221,0
3132,0.981,302.20819,"Unknown","[M+H]+","ion correlated with 3025; ion correlated with 3334; ion correlated with 3381; ion correlated with 1273; ion correlated with 2802; ion correlated with 2829; ion correlated with 3902; ion correlated with 3778; ion correlated with 3743; ion correlated with 1446; ion correlated with 916; ion correlated with 2444; ion correlated with 3393; ion correlated with 2891; ion correlated with 2926; ion correlated with 1544; ion correlated with 2620; ion correlated with 3432; ion correlated with 3627; ion correlated with 1392; ion correlated with 2672; ion correlated with 3786",0.25,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",422.93,0,0,1978,0,3494,1946,2721,1083201,1439028,1422434,355184,184504,131978,33126,13682,27998,245180,380488,230797,798524,1010288,988488,27298,43521,65062,0,0,0,"F3132_mz302.2082_rt0.98",659.333333333333,1439028,2179.24634023221,TRUE,21,3,3,3,0,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate","Early RT","No MS/MS assignment","Unknown","Leaf + Root + Exudate; absent Soil",24935.3333333333,45293.6666666667,2720.33333333333,0
2781,2.628,277.18039,"Unknown","[M+H]+","ion correlated with 3516; ion correlated with 3077; ion correlated with 3317; similar chromatogram in higher mz_4530; similar chromatogram in higher mz_3077; similar chromatogram in higher mz_4666",0.107,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",170.57,0,1644,0,0,1381,0,1640,6010,0,0,0,0,0,1114026,1157727,886173,0,0,0,0,0,0,6437,3088,0,2948,0,0,"F2781_mz277.1804_rt2.63",548,1157727,2108.7941712204,TRUE,9,3,2,2,1,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate","RT >= 1 min","MS/MS available","Unknown","Leaf + Root + Exudate; absent Soil",1052642,3175,1007,982.666666666667
