"Alignment ID","Average Rt(min)","Average Mz","Metabolite name","Adduct type","Post curation result","Fill %","MS/MS assigned","Reference RT","Reference m/z","Formula","Ontology","INCHIKEY","SMILES","Annotation tag (VS1.0)","RT matched","m/z matched","MS/MS matched","Total score","RT similarity","Dot product","Reverse dot product","Fragment presence %","S/N average","blank_1","blank_2","blank_3","blank_4","exudate_1","exudate_2","exudate_3","FC_1","FC_2","FC_3","fungi_old_1","fungi_old_2","fungi_old_3","leaf_1","leaf_2","leaf_3","new_in_P08","new_in_P09","new_in_P10","new_out_P08","new_out_P09","new_out_P10","root_1","root_2","root_3","Soil_control_1","Soil_control_2","Soil_control_3","feature_name","blank_mean","maximum_biological_signal","sample_to_blank_ratio","present_in_any_group","number_detected","group1_n","group2_n","detection_category","RT_flag","MSMS_flag","annotation_flag"
312,0.824,100.11221,"Unknown","[M+H]+","similar chromatogram in higher mz_2104",0.107,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",688.66,21146,34453,28205,0,22944,24398,24119,13065,0,18423,0,21961,0,4106031,9939081,13190845,19650,16682,0,0,29123,6895,29188,32344,73464,17447,27085,22003,"F312_mz100.1122_rt0.82",27934.6666666667,13190845,472.186547663083,TRUE,19,1,2,"Fungal in-associated detection","Early RT","MS/MS available","Unknown"
342,0.726,102.53078,"Unknown","[M+H]+","similar chromatogram in higher mz_393; similar chromatogram in higher mz_929; similar chromatogram in higher mz_1062; similar chromatogram in higher mz_1891; similar chromatogram in higher mz_1298; similar chromatogram in higher mz_2722; similar chromatogram in higher mz_3010; similar chromatogram in higher mz_3244; similar chromatogram in higher mz_4865",0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",9.25,2791,27514,19837,0,39716,31979,20984,71762,35756,55742,103260,52240,0,0,0,0,0,27856,0,39097,20938,0,0,0,0,39736,25762,28378,"F342_mz102.5308_rt0.73",16714,103260,6.17774454083159,TRUE,14,2,1,"Fungi old-associated detection","Early RT","No MS/MS assignment","Unknown"
361,0.696,104.05297,"Unknown","[M+H]+","ion correlated with 4471; ion correlated with 1256; ion correlated with 1567; ion correlated with 2015; ion correlated with 2363; ion correlated with 2543; ion correlated with 1187; ion correlated with 1700; ion correlated with 1441; ion correlated with 530; ion correlated with 1376; ion correlated with 2929; found in higher mz's MsMs_1031",0.321,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",134.37,0,8166,4011,0,2878,5376,0,1581957,2265126,2245500,831391,0,0,0,22131,79963,349149,470969,261830,831275,1585576,1656351,0,0,0,0,4022,0,"F361_mz104.053_rt0.7",4059,2265126,557.913054187192,TRUE,15,1,3,"Fungal in-associated detection","Early RT","No MS/MS assignment","Unknown"
376,3.544,105.06998,"Unknown","[M+H]+","ion correlated with 1041; ion correlated with 779; ion correlated with 2014; ion correlated with 2157; ion correlated with 741; ion correlated with 1141; ion correlated with 1166; ion correlated with 1379; ion correlated with 1521; ion correlated with 1546; ion correlated with 1893; ion correlated with 2293; ion correlated with 2563; ion correlated with 3959; ion correlated with 3318; ion correlated with 3338; ion correlated with 956; ion correlated with 397; ion correlated with 597; ion correlated with 625; ion correlated with 1019; ion correlated with 1190; ion correlated with 1257; ion correlated with 1349; ion correlated with 1630; ion correlated with 1752; ion correlated with 2317; ion correlated with 2448; ion correlated with 2474; ion correlated with 2676; ion correlated with 2746; ion correlated with 2954; ion correlated with 3083; ion correlated with 3098; ion correlated with 3118; ion correlated with 3504; ion correlated with 3745; ion correlated with 5005; ion correlated with 5013; ion correlated with 5038; ion correlated with 5047; ion correlated with 4092; ion correlated with 3515; ion correlated with 3942; ion correlated with 4987; found in higher mz's MsMs_3115; found in higher mz's MsMs_3702; found in higher mz's MsMs_3318; found in higher mz's MsMs_2676; found in higher mz's MsMs_5005; found in higher mz's MsMs_3847; found in higher mz's MsMs_3515; found in higher mz's MsMs_2474; found in higher mz's MsMs_2746; found in higher mz's MsMs_2954; found in higher mz's MsMs_2448; found in higher mz's MsMs_1190; found in higher mz's MsMs_3083; found in higher mz's MsMs_3504",0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",26,0,0,1641,0,1264,0,0,0,1601,1918,346,0,1698,85229,85400,255434,0,0,0,0,0,1688,2476,0,0,0,1419,0,"F376_mz105.07_rt3.54",547,255434,466.122262773723,TRUE,11,2,0,"Fungi old-associated detection","RT >= 1 min","No MS/MS assignment","Unknown"
380,0.385,105.4921,"Unknown","[M+H]+","ion correlated with 237; ion correlated with 371; ion correlated with 4537; ion correlated with 1353; ion correlated with 494",0.143,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",238.51,0,0,0,0,120692,52126,89526,20282,13829,12482,17381,3772,0,0,0,24938,0,0,0,0,10150,13655,13522,25074,10909,201076,286720,236981,"F380_mz105.4921_rt0.38",0,286720,286721,TRUE,17,2,0,"Fungi old-associated detection","Very early RT","No MS/MS assignment","Unknown"
398,0.898,107.59945,"Unknown","[M+H]+","ion correlated with 47; ion correlated with 818; ion correlated with 4011; ion correlated with 3478; ion correlated with 2727; ion correlated with 4054; ion correlated with 3651; ion correlated with 3312; ion correlated with 2963; ion correlated with 3025; ion correlated with 3628; ion correlated with 3334; ion correlated with 62; similar chromatogram in higher mz_2204; similar chromatogram in higher mz_4011; similar chromatogram in higher mz_733; similar chromatogram in higher mz_971; similar chromatogram in higher mz_2761; similar chromatogram in higher mz_3012; similar chromatogram in higher mz_4269; similar chromatogram in higher mz_4352; similar chromatogram in higher mz_4447; similar chromatogram in higher mz_4853; similar chromatogram in higher mz_4894; similar chromatogram in higher mz_2794; similar chromatogram in higher mz_4735; similar chromatogram in higher mz_4638",0.357,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",1073.68,0,2082,0,0,0,0,0,606238,1045577,952715,457213,0,0,0,0,0,200968,439221,273040,501606,591776,839982,0,0,0,0,0,0,"F398_mz107.5994_rt0.9",694,1045577,1504.42877697842,TRUE,10,1,3,"Fungal in-associated detection","Early RT","No MS/MS assignment","Unknown"
425,0.408,109.579,"Unknown","[M+H]+","similar chromatogram in higher mz_4527; similar chromatogram in higher mz_4047; similar chromatogram in higher mz_2241; similar chromatogram in higher mz_3168; similar chromatogram in higher mz_3532; similar chromatogram in higher mz_3740; similar chromatogram in higher mz_3905; similar chromatogram in higher mz_4261",0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",10.23,0,0,0,0,0,0,0,45518,100659,72402,0,0,0,0,0,8570,12823,18241,31826,48900,52196,52484,2244,0,0,0,0,0,"F425_mz109.579_rt0.41",0,100659,100660,TRUE,11,0,3,"Fungal in-associated detection","Very early RT","No MS/MS assignment","Unknown"
521,0.901,116.10715,"Unknown","[M+H]+","ion correlated with 4069; ion correlated with 4514; ion correlated with 1730; ion correlated with 4880; ion correlated with 278; ion correlated with 1929; ion correlated with 1904; ion correlated with 1114",0.107,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",113.32,75381,15011,29997,0,20587,26471,20168,0,0,0,0,7001,8032,1533899,1220001,1294270,0,0,0,0,0,0,0,9360,7520,19970,18296,25716,"F521_mz116.1072_rt0.9",40129.6666666667,1533899,38.2226393780318,TRUE,13,2,0,"Fungi old-associated detection","Early RT","MS/MS available","Unknown"
525,0.488,116.68004,"Unknown","[M+H]+","ion correlated with 508; similar chromatogram in higher mz_4804",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",147.09,0,0,0,0,0,0,0,52916,216712,265578,0,0,0,0,0,0,36636,0,25402,50339,128710,54981,0,0,0,0,0,0,"F525_mz116.68_rt0.49",0,265578,265579,TRUE,8,0,2,"Fungal in-associated detection","Very early RT","No MS/MS assignment","Unknown"
532,2.079,117.07005,"Unknown","[M+H]+","ion correlated with 2502; ion correlated with 395; ion correlated with 378; ion correlated with 957; ion correlated with 1497; ion correlated with 1629; ion correlated with 1658; ion correlated with 2022; ion correlated with 1838; ion correlated with 2911; ion correlated with 1351; ion correlated with 1570; ion correlated with 1694; ion correlated with 1719; ion correlated with 1894; ion correlated with 2137; ion correlated with 4946; ion correlated with 596; ion correlated with 1191; ion correlated with 2158; ion correlated with 4919; ion correlated with 2500; ion correlated with 3522; ion correlated with 3926; ion correlated with 4888; ion correlated with 2562; ion correlated with 56; ion correlated with 1140; ion correlated with 1167; ion correlated with 1258; ion correlated with 1468; ion correlated with 2582; ion correlated with 5039; ion correlated with 3509; ion correlated with 2347; ion correlated with 3777; ion correlated with 5027; ion correlated with 4470; ion correlated with 3472; ion correlated with 3586; found in higher mz's MsMs_3323; found in higher mz's MsMs_1751; found in higher mz's MsMs_3520; found in higher mz's MsMs_3703; found in higher mz's MsMs_2674; found in higher mz's MsMs_3079; found in higher mz's MsMs_5004; found in higher mz's MsMs_2381; found in higher mz's MsMs_2950; found in higher mz's MsMs_3851",0.071,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",13.2,0,369,3778,0,0,1541,1581,3757,2608,10107,2918,1684,3054,158236,81511,142167,2302,0,0,1851,9521,5703,2832,0,0,3006,1308,0,"F532_mz117.07_rt2.08",1382.33333333333,158236,114.388192771084,TRUE,18,3,1,"Fungi old-associated detection","RT >= 1 min","No MS/MS assignment","Unknown"
560,0.737,118.12287,"Unknown","[M+H]+","ion correlated with 2416; similar chromatogram in higher mz_4075; similar chromatogram in higher mz_1574",0.071,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",58.04,6022,36600,32579,0,28046,26313,32036,0,0,33144,17940,0,10942,352038,160126,433285,0,0,60537,19216,13974,17311,0,35991,21544,36877,48996,25316,"F560_mz118.1229_rt0.74",25067,433285,17.2844263603,TRUE,18,2,1,"Fungi old-associated detection","Early RT","No MS/MS assignment","Unknown"
563,0.512,118.97524,"Unknown","[M+H]+",NA,0.179,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",124.65,228232,21188,20096,0,10177,14466,24378,143111,0,113679,81708,60578,0,457673,276587,402130,0,0,0,52216,0,46373,36997,0,98480,3707,3912,9364,"F563_mz118.9752_rt0.51",89838.6666666667,457673,5.09434214285449,TRUE,17,2,0,"Fungi old-associated detection","Early RT","No MS/MS assignment","Unknown"
570,0.951,119.44508,"Unknown","[M+H]+","ion correlated with 589; similar chromatogram in higher mz_4336",0.179,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",208.82,0,0,0,0,0,0,0,108302,223690,332033,53225,0,0,0,0,0,70581,41809,48115,228267,252801,88912,0,0,0,0,0,0,"F570_mz119.4451_rt0.95",0,332033,332034,TRUE,10,1,3,"Fungal in-associated detection","Early RT","No MS/MS assignment","Unknown"
589,0.951,120.72379,"Unknown","[M+H]+","ion correlated with 4243; ion correlated with 845; ion correlated with 570; ion correlated with 4005; ion correlated with 4468",0.179,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",188.61,0,0,0,0,0,0,0,129692,269936,232927,45476,0,0,0,0,0,68226,33108,44764,130586,223946,96222,0,0,0,0,0,0,"F589_mz120.7238_rt0.95",0,269936,269937,TRUE,10,1,3,"Fungal in-associated detection","Early RT","No MS/MS assignment","Unknown"
592,0.726,121.04969,"Unknown","[M+H]+","ion correlated with 348; ion correlated with 905; ion correlated with 839; similar chromatogram in higher mz_839; similar chromatogram in higher mz_1537",0.143,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",374.75,0,20483,11409,0,53819,60567,6218,0,0,0,1423854,3551402,1966856,0,31892,48115,0,0,0,0,0,19352,55473,0,21441,11352,121197,28175,"F592_mz121.0497_rt0.73",10630.6666666667,3551402,334.040100329205,TRUE,14,3,0,"Fungi old-associated detection","Early RT","MS/MS available","Unknown"
601,0.907,121.60265,"Unknown","[M+H]+","ion correlated with 3552; ion correlated with 4791; ion correlated with 712; ion correlated with 971; ion correlated with 3473; ion correlated with 4524; ion correlated with 3798; ion correlated with 3363; ion correlated with 4054; ion correlated with 3616; ion correlated with 1545; ion correlated with 3614; ion correlated with 3651; ion correlated with 2349; ion correlated with 3501; ion correlated with 647; ion correlated with 3806; ion correlated with 2248; ion correlated with 2688; ion correlated with 3480; ion correlated with 4036; ion correlated with 3900; ion correlated with 3785; similar chromatogram in higher mz_2928; similar chromatogram in higher mz_2264; similar chromatogram in higher mz_2280; similar chromatogram in higher mz_1623; similar chromatogram in higher mz_1841; similar chromatogram in higher mz_4735; similar chromatogram in higher mz_3570",0.286,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",387.42,0,0,0,0,0,0,0,434899,662749,578949,205856,0,0,0,0,0,18158,157557,93229,322165,397031,569906,0,0,0,0,0,0,"F601_mz121.6026_rt0.91",0,662749,662750,TRUE,10,1,3,"Fungal in-associated detection","Early RT","No MS/MS assignment","Unknown"
605,0.579,122.07134,"Unknown","[M+H]+","found in higher mz's MsMs_2597",0.286,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",62.39,10211,3096,5490,0,4524,5240,4064,728862,789644,829545,757989,0,0,0,0,0,257028,241288,149466,530141,672654,696880,0,0,0,10736,8050,6364,"F605_mz122.0713_rt0.58",6265.66666666667,829545,132.374361702128,TRUE,16,1,3,"Fungal in-associated detection","Early RT","No MS/MS assignment","Unknown"
610,0.446,122.08138,"Unknown","[M+H]+",NA,0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",23.54,7748,12934,5173,0,21385,50613,25442,240411,0,0,50569,0,0,0,0,0,18485,36938,0,0,169131,107097,0,18449,15379,210114,56903,79828,"F610_mz122.0814_rt0.45",8618.33333333333,240411,27.8921803697115,TRUE,14,1,2,"Fungal in-associated detection","Very early RT","No MS/MS assignment","Unknown"
620,0.55,123.04429,"Unknown","[M+H]+","found in higher mz's MsMs_1476",0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",24.6,47118,77230,61348,0,65688,68485,65678,0,0,475482,23589,0,0,0,0,0,25300,330972,199781,194808,0,0,0,0,0,94950,102522,83798,"F620_mz123.0443_rt0.55",61898.6666666667,475482,7.68151147825244,TRUE,12,1,3,"Fungal in-associated detection","Early RT","No MS/MS assignment","Unknown"
645,0.398,124.50014,"Unknown","[M+H]+","ion correlated with 20",0.071,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",37.03,0,0,0,0,58860,26062,58981,30714,12688,19896,0,17057,0,0,25304,37201,5572,7495,0,15041,0,23442,20676,0,18244,126087,99267,151995,"F645_mz124.5001_rt0.4",0,151995,151996,TRUE,18,1,2,"Fungal in-associated detection","Very early RT","No MS/MS assignment","Unknown"
647,0.922,124.59174,"Unknown","[M+H]+","ion correlated with 3552; ion correlated with 1859; ion correlated with 4791; ion correlated with 712; ion correlated with 971; ion correlated with 3473; ion correlated with 4524; ion correlated with 3798; ion correlated with 2727; ion correlated with 4054; ion correlated with 601; ion correlated with 3616; ion correlated with 1545; ion correlated with 3614; ion correlated with 3312; ion correlated with 2349; ion correlated with 3806; ion correlated with 3628; ion correlated with 2248; ion correlated with 2688; ion correlated with 3480; ion correlated with 4036; ion correlated with 3900; ion correlated with 4637; ion correlated with 3785; ion correlated with 2332; ion correlated with 916; ion correlated with 3465; ion correlated with 3294; ion correlated with 4312; similar chromatogram in higher mz_924; similar chromatogram in higher mz_999; similar chromatogram in higher mz_2045; similar chromatogram in higher mz_2214; similar chromatogram in higher mz_2248; similar chromatogram in higher mz_2282; similar chromatogram in higher mz_3732; similar chromatogram in higher mz_3736; similar chromatogram in higher mz_3839; similar chromatogram in higher mz_4393; similar chromatogram in higher mz_4948; similar chromatogram in higher mz_3524; similar chromatogram in higher mz_3585",0.286,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",105.45,0,0,0,0,0,0,0,559967,688740,531874,185911,0,0,0,0,0,91583,136679,78697,322678,509064,490898,0,0,0,0,0,0,"F647_mz124.5917_rt0.92",0,688740,688741,TRUE,10,1,3,"Fungal in-associated detection","Early RT","No MS/MS assignment","Unknown"
656,0.859,125.10196,"Unknown","[M+H]+","ion correlated with 2403; ion correlated with 1429",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",33.07,86364,23556,27840,0,21303,36834,21928,2829,0,0,24732,14252,9520,673774,184653,166881,0,13068,0,0,0,0,0,0,0,21655,26226,22595,"F656_mz125.102_rt0.86",45920,673774,14.6724809999782,TRUE,14,3,1,"Fungi old-associated detection","Early RT","No MS/MS assignment","Unknown"
685,0.426,127.12337,"Unknown","[M+H]+",NA,0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",16.84,1333,0,0,0,0,0,0,0,0,0,103166,82009,38136,0,0,0,0,7364,0,0,7409,0,0,0,0,0,0,0,"F685_mz127.1234_rt0.43",444.333333333333,103166,231.662425149701,TRUE,5,3,1,"Fungi old-associated detection","Very early RT","No MS/MS assignment","Unknown"
692,0.531,128.01942,"Unknown","[M+H]+","ion correlated with 197; ion correlated with 224",0.071,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",209.73,207418,203834,248279,0,637324,518916,492097,0,36860,0,43177,116081,70746,0,120039,0,0,0,0,0,0,0,0,45870,0,1570236,1602675,1040055,"F692_mz128.0194_rt0.53",219843.666666667,1602675,7.29003811782258,TRUE,12,3,0,"Fungi old-associated detection","Early RT","MS/MS available","Unknown"
694,0.489,128.1071,"Unknown","[M+H]+","ion correlated with 1822; ion correlated with 1926; ion correlated with 2556",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",150.98,245370,60035,56559,0,45287,49264,50491,45154,35046,0,71193,0,42765,610138,920761,973940,0,51342,0,0,40644,48468,62569,24847,18007,39624,50875,49210,"F694_mz128.1071_rt0.49",120654.666666667,973940,8.07207010583838,TRUE,19,2,1,"Fungi old-associated detection","Very early RT","No MS/MS assignment","Unknown"
704,0.733,129.01836,"Unknown","[M+H]+","ion correlated with 1617; ion correlated with 847; ion correlated with 1371; ion correlated with 2174; found in higher mz's MsMs_1877; similar chromatogram in higher mz_4351",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",104.01,31938,35364,27944,0,39864,34733,38734,150205,129179,189020,23007,10150,0,476293,625311,686600,0,35085,0,69484,130062,110079,18081,0,0,83581,71679,34719,"F704_mz129.0184_rt0.73",31748.6666666667,686600,21.6254553853584,TRUE,19,2,1,"Fungi old-associated detection","Early RT","No MS/MS assignment","Unknown"
713,0.812,129.13896,"Unknown","[M+H]+",NA,0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",30.83,0,0,0,0,0,0,0,0,0,92280,314433,175777,70799,108859,16021,135157,0,0,0,0,0,0,0,0,0,0,0,0,"F713_mz129.139_rt0.81",0,314433,314434,TRUE,7,3,0,"Fungi old-associated detection","Early RT","No MS/MS assignment","Unknown"
738,1.025,131.04933,"Unknown","[M+H]+","ion correlated with 1188; found in higher mz's MsMs_1188; found in higher mz's MsMs_4658; found in higher mz's MsMs_3780; found in higher mz's MsMs_4759",0.179,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",149.66,4195,0,0,0,1632,0,1495,51586,47997,53294,24802,5335,0,2560840,1534022,1822079,1588,0,0,35930,32065,45323,1902173,454072,676762,0,0,0,"F738_mz131.0493_rt1.02",1398.33333333333,2560840,1830.04359218676,TRUE,17,2,1,"Fungi old-associated detection","RT >= 1 min","MS/MS available","Unknown"
