"Alignment ID","Average Rt(min)","Average Mz","Metabolite name","Adduct type","Post curation result","Fill %","MS/MS assigned","Reference RT","Reference m/z","Formula","Ontology","INCHIKEY","SMILES","Annotation tag (VS1.0)","RT matched","m/z matched","MS/MS matched","Total score","RT similarity","Dot product","Reverse dot product","Fragment presence %","S/N average","blank_1","blank_2","blank_3","blank_4","exudate_1","exudate_2","exudate_3","FC_1","FC_2","FC_3","fungi_old_1","fungi_old_2","fungi_old_3","leaf_1","leaf_2","leaf_3","new_in_P08","new_in_P09","new_in_P10","new_out_P08","new_out_P09","new_out_P10","root_1","root_2","root_3","Soil_control_1","Soil_control_2","Soil_control_3","feature_name","blank_mean","maximum_biological_signal","sample_to_blank_ratio","present_in_any_group","number_detected","leaf_detected_n","root_detected_n","exudate_detected_n","soil_detected_n","leaf_present","root_present","exudate_present","soil_present","plant_pattern"
468,0.441,112.8959,"Unknown","[M+H]+","similar chromatogram in higher mz_1366; similar chromatogram in higher mz_1906; similar chromatogram in higher mz_1874; similar chromatogram in higher mz_1394; similar chromatogram in higher mz_1934; similar chromatogram in higher mz_3138",0.214,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",268.83,0,0,0,0,0,6601,12383,78906,79214,57570,205312,459379,376476,337384,144312,228354,17374,0,15616,0,16685,42577,8947,13264,17714,0,0,0,"F468_mz112.8959_rt0.44",0,459379,459380,TRUE,18,3,3,2,0,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate"
4259,0.416,420.80542,"Unknown","[M+H]+","ion correlated with 4169; ion correlated with 4582; ion correlated with 4589; ion correlated with 4787; ion correlated with 3927; ion correlated with 4463; ion correlated with 4476; ion correlated with 4725; ion correlated with 4731; ion correlated with 1230; ion correlated with 4249; ion correlated with 3230; ion correlated with 998; ion correlated with 1872; ion correlated with 4124; ion correlated with 3142",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",4852.16,0,0,0,0,33422,9736,23757,23507,22178,22818,21041,0,11970,244621,197798,285406,5032,0,7038,25451,19566,12882,0,12259,47734,30236,0,0,"F4259_mz420.8054_rt0.42",0,285406,285407,TRUE,19,3,2,3,1,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate"
4135,0.391,400.93881,"Unknown","[M+H]+","ion correlated with 3999",0.143,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",4263.32,0,0,0,0,20958,19190,0,31177,64165,33534,41141,23289,10827,227926,153342,266400,6355,16369,9955,15327,42155,7095,66178,96879,204996,0,44467,0,"F4135_mz400.9388_rt0.39",0,266400,266401,TRUE,21,3,3,2,1,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate"
4384,0.416,442.79657,"Unknown","[M+H]+",NA,0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",3909.91,0,0,0,0,26180,7642,36349,53752,74146,47502,43767,27490,35616,248207,159422,178858,22347,43038,20444,55504,72399,65725,0,9564,39843,0,0,7582,"F4384_mz442.7966_rt0.42",0,248207,248208,TRUE,21,3,2,3,1,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate"
3020,1.234,295.10297,"Unknown","[M+H]+","similar chromatogram in higher mz_4871; similar chromatogram in higher mz_4825; similar chromatogram in higher mz_4620",0.214,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",63.87,0,0,0,0,0,1642,1752,140260,35985,21618,29099,132308,129914,186052,114439,235986,4317,7307,2900,16652,30904,25247,13829,0,6270,0,1511,0,"F3020_mz295.103_rt1.23",0,235986,235987,TRUE,20,3,2,2,1,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate"
4446,6.54,455.31653,"Unknown","[M+H]+",NA,0.107,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",38.55,0,0,0,0,1350,2838,0,0,0,0,0,0,1094,197460,118928,219830,0,0,0,0,1336,0,83040,60216,51768,0,0,0,"F4446_mz455.3165_rt6.54",0,219830,219831,TRUE,10,3,3,2,0,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate"
4601,0.417,494.81091,"Unknown","[M+H]+",NA,0.357,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",2519.11,0,0,0,0,54904,51386,49920,168105,124364,155656,156112,172976,158587,0,0,0,88723,118678,85444,169543,208833,176572,0,15057,18571,0,0,33718,"F4601_mz494.8109_rt0.42",0,208833,208834,TRUE,18,0,2,3,1,FALSE,TRUE,TRUE,FALSE,"Root + Exudate"
2932,6.248,288.24515,"Unknown","[M+H]+",NA,0.071,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",4.21,0,0,0,0,0,1283,1274,0,0,0,0,0,0,142119,116637,100112,0,0,0,0,0,0,125207,161127,103239,0,0,0,"F2932_mz288.2452_rt6.25",0,161127,161128,TRUE,8,3,3,2,0,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate"
3742,4.53,357.18314,"Unknown","[M+H]+","ion correlated with 4586; ion correlated with 3682; ion correlated with 2527; ion correlated with 2710; ion correlated with 2877; ion correlated with 3526; ion correlated with 3827; ion correlated with 3114",0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",26.07,0,0,0,0,1492,1846,2191,0,0,0,0,0,2717,40735,81388,144337,0,0,1794,2169,1749,0,3432,0,1587,0,2882,0,"F3742_mz357.1831_rt4.53",0,144337,144338,TRUE,13,3,2,3,1,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate"
3005,0.456,294.00385,"Unknown","[M+H]+",NA,0.143,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",648.96,0,0,0,0,7433,5038,3587,0,0,0,0,0,0,18006,114883,0,59260,76674,56532,0,0,8555,142336,122287,111860,0,0,3974,"F3005_mz294.0038_rt0.46",0,142336,142337,TRUE,13,2,3,3,1,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate"
4672,0.413,520.80798,"Unknown","[M+H]+","ion correlated with 4589; ion correlated with 4630; ion correlated with 3138",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",2311.12,0,0,0,0,37294,13256,15598,0,0,0,0,0,0,116311,108995,121363,0,0,0,0,0,0,8892,23086,52321,0,0,0,"F4672_mz520.808_rt0.41",0,121363,121364,TRUE,9,3,3,3,0,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate"
3609,0.416,345.16772,"Unknown","[M+H]+",NA,0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",49.63,0,0,0,0,21962,28516,7298,27260,20561,21347,14108,7035,25550,76435,100356,83767,21043,31277,23673,11154,36691,0,16934,36079,33830,0,0,22161,"F3609_mz345.1677_rt0.42",0,100356,100357,TRUE,21,3,3,3,1,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate"
1380,0.44,175.1192,"Unknown","[M+H]+",NA,0.643,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",9546.61,0,3167,6495,0,3714,1247,4816,68711720,93882488,89904928,26598530,578613,565594,141344720,173703744,142011248,26881606,42550916,33092132,54760424,70745264,71514024,50005972,51022820,25753818,0,0,0,"F1380_mz175.1192_rt0.44",3220.66666666667,173703744,53917.3548887739,TRUE,21,3,3,3,0,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate"
3520,2.064,335.22223,"Unknown","[M+H]+","ion correlated with 3323",0.321,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",1195.39,7538,5044,0,0,2921,1678,1857,184773,225673,226961,53692,2381,0,116792560,78356184,92514440,16424,29490,18785,70641,126974,136330,325751,42828,113636,0,1651,0,"F3520_mz335.2222_rt2.06",4194,116792560,27840.8965435042,TRUE,21,3,3,3,1,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate"
2544,0.897,260.1973,"Unknown","[M+H]+","ion correlated with 806; ion correlated with 2928; ion correlated with 1958; ion correlated with 1993; ion correlated with 350; ion correlated with 765",0.357,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",8489.63,0,0,3192,0,2894,0,2337,14723480,20256288,18672238,3693864,114246,171432,0,0,0,3761736,5966644,4303394,11583611,12940279,14647884,0,21217,22004,0,0,4790,"F2544_mz260.1973_rt0.9",1064,20256288,19019.9896713615,TRUE,17,0,2,2,1,FALSE,TRUE,TRUE,FALSE,"Root + Exudate"
3782,0.477,360.15045,"Unknown","[M+H]+",NA,0.643,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",11282.18,7665,0,0,0,14304,4034,26112,28844946,24147974,20823348,22431754,8566587,9172838,22638568,26103252,24078092,37541476,35360316,37493608,31046202,26921550,23081774,8425662,8249732,5541022,0,0,0,"F3782_mz360.1504_rt0.48",2555,37541476,14687.5888106416,TRUE,21,3,3,3,0,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate"
1031,0.696,150.05849,"Unknown","[M+H]+","similar chromatogram in higher mz_3697",0.464,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",6356.01,2596,6976,3531,0,8479,4361,2596,40344132,54933724,51543436,19318772,97572,110834,1824924,1120921,2652799,6970857,10989488,6036328,21767850,39286716,41550464,0,22458,94313,0,6689,0,"F1031_mz150.0585_rt0.7",4367.66666666667,54933724,12574.4830611933,TRUE,21,3,2,3,1,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate"
987,1.027,147.0442,"Unknown","[M+H]+","ion correlated with 4557; found in higher mz's MsMs_4658; found in higher mz's MsMs_3562; found in higher mz's MsMs_2969; found in higher mz's MsMs_1217",0.036,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",101.27,0,0,3105,0,2506,0,1840,17378,10362,23791,0,5831,8005,6269876,6632172,3599656,0,9503,0,7341,24928,12007,87920,93924,90611,2458,0,0,"F987_mz147.0442_rt1.03",1035,6632172,6401.71138996139,TRUE,18,3,3,2,1,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate"
783,0.452,134.04491,"Unknown","[M+H]+","ion correlated with 387; ion correlated with 776; similar chromatogram in higher mz_2083; similar chromatogram in higher mz_4395; similar chromatogram in higher mz_3492; similar chromatogram in higher mz_3180",0.643,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",993.67,0,4598,2923,0,24060,15887,14200,7222506,7605970,5798793,4065870,564004,346476,3496272,3504175,2452586,7924532,10068968,8393563,10032723,9939581,9578851,329059,432683,423456,0,3370,0,"F783_mz134.0449_rt0.45",2507,10068968,4014.74043062201,TRUE,22,3,3,3,1,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate"
2373,0.982,247.12956,"Unknown","[M+H]+","ion correlated with 2150",0.214,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",61.07,0,0,2074,0,3573,2952,0,1848743,2296222,2215362,2199837,2083210,1869704,51771,31292,32800,680595,1192003,819665,2090748,2688018,2499368,0,8763,24866,3708,0,0,"F2373_mz247.1296_rt0.98",691.333333333333,2688018,3882.55031295137,TRUE,20,3,2,2,1,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate"
2448,3.547,253.19543,"Unknown","[M+H]+","ion correlated with 3115; ion correlated with 3702; ion correlated with 3318; ion correlated with 3338; ion correlated with 1190; ion correlated with 2317; ion correlated with 2474; ion correlated with 2676; ion correlated with 2746; ion correlated with 2954; ion correlated with 3083; ion correlated with 3504; ion correlated with 3745; ion correlated with 3906; ion correlated with 5005; ion correlated with 5013; ion correlated with 3515; found in higher mz's MsMs_3504",0.107,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",143.85,2017,0,0,0,0,1506,2157,1842,0,0,0,0,0,678788,876120,1895393,0,0,0,0,0,1606,14217,3291,4819,0,0,0,"F2448_mz253.1954_rt3.55",672.333333333333,1895393,2814.94158415842,TRUE,10,3,3,2,0,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate"
3132,0.981,302.20819,"Unknown","[M+H]+","ion correlated with 3025; ion correlated with 3334; ion correlated with 3381; ion correlated with 1273; ion correlated with 2802; ion correlated with 2829; ion correlated with 3902; ion correlated with 3778; ion correlated with 3743; ion correlated with 1446; ion correlated with 916; ion correlated with 2444; ion correlated with 3393; ion correlated with 2891; ion correlated with 2926; ion correlated with 1544; ion correlated with 2620; ion correlated with 3432; ion correlated with 3627; ion correlated with 1392; ion correlated with 2672; ion correlated with 3786",0.25,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",422.93,0,0,1978,0,3494,1946,2721,1083201,1439028,1422434,355184,184504,131978,33126,13682,27998,245180,380488,230797,798524,1010288,988488,27298,43521,65062,0,0,0,"F3132_mz302.2082_rt0.98",659.333333333333,1439028,2179.24634023221,TRUE,21,3,3,3,0,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate"
2781,2.628,277.18039,"Unknown","[M+H]+","ion correlated with 3516; ion correlated with 3077; ion correlated with 3317; similar chromatogram in higher mz_4530; similar chromatogram in higher mz_3077; similar chromatogram in higher mz_4666",0.107,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",170.57,0,1644,0,0,1381,0,1640,6010,0,0,0,0,0,1114026,1157727,886173,0,0,0,0,0,0,6437,3088,0,2948,0,0,"F2781_mz277.1804_rt2.63",548,1157727,2108.7941712204,TRUE,9,3,2,2,1,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate"
738,1.025,131.04933,"Unknown","[M+H]+","ion correlated with 1188; found in higher mz's MsMs_1188; found in higher mz's MsMs_4658; found in higher mz's MsMs_3780; found in higher mz's MsMs_4759",0.179,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",149.66,4195,0,0,0,1632,0,1495,51586,47997,53294,24802,5335,0,2560840,1534022,1822079,1588,0,0,35930,32065,45323,1902173,454072,676762,0,0,0,"F738_mz131.0493_rt1.02",1398.33333333333,2560840,1830.04359218676,TRUE,17,3,3,2,0,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate"
1593,2.145,191.10687,"Unknown","[M+H]+","similar chromatogram in higher mz_3297",0.071,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",28.22,0,1608,0,0,1210,0,2254,0,0,2148,0,0,0,768955,344813,7103,1843,0,0,0,0,0,3184,0,17146,0,0,1613,"F1593_mz191.1069_rt2.14",536,768955,1431.947858473,TRUE,10,3,2,2,1,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate"
3063,2.275,298.27448,"Unknown","[M+H]+",NA,0.107,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",296.02,0,3047,0,0,2769,1448,2282,0,1822,1986,2788,7068,2175,70034,40214,55322,1932,2614,1758,57556,2189,2517,1226577,1162579,1007627,0,0,0,"F3063_mz298.2745_rt2.28",1015.66666666667,1226577,1206.47016393443,TRUE,20,3,3,3,0,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate"
2033,0.45,221.02493,"Unknown","[M+H]+",NA,0.571,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",302.13,6169,0,2566,0,0,3023,3262,2237930,2494256,2856517,1130828,132833,109200,1648529,1256290,1970169,437238,676875,643693,1008154,1378278,1448195,1121335,1242090,2111523,0,0,0,"F2033_mz221.0249_rt0.45",2911.66666666667,2856517,980.722590981918,TRUE,20,3,3,2,0,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate"
1207,1.259,164.10722,"Unknown","[M+H]+","ion correlated with 580; ion correlated with 728",0.25,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",275.22,3527,1996,3801,0,0,3217,395,96862,97702,94611,1600034,3005205,2789257,0,0,0,89645,168894,102849,120989,189708,145622,0,2404,2223,1991,0,0,"F1207_mz164.1072_rt1.26",3108,3005205,966.614988742361,TRUE,17,0,2,2,1,FALSE,TRUE,TRUE,FALSE,"Root + Exudate"
2891,0.992,286.17642,"Unknown","[M+H]+","ion correlated with 2802; ion correlated with 2829; ion correlated with 3778; ion correlated with 1446; ion correlated with 3785; ion correlated with 916; ion correlated with 3477; ion correlated with 3132; ion correlated with 2444; ion correlated with 3393; ion correlated with 2926; ion correlated with 1544; ion correlated with 3091; ion correlated with 3432; ion correlated with 3627; ion correlated with 1392; ion correlated with 3786; ion correlated with 3587",0.393,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",215.99,0,2092,2037,0,5677,1944,0,1028560,1317206,1297883,399332,181900,99120,0,11151,18256,201383,320878,176230,540577,806597,817507,0,6936,9234,0,0,0,"F2891_mz286.1764_rt0.99",1376.33333333333,1317206,956.345837366893,TRUE,18,2,2,2,0,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate"
213,0.394,89.1075,"Unknown","[M+H]+","ion correlated with 64",0.464,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",255.17,15476,3444,0,0,2076,0,2367,1441826,1549394,1607469,356539,107018,80601,5369016,2304540,3881348,120934,442096,168138,1176936,1718040,1666140,32386,229053,170782,0,0,0,"F213_mz89.1075_rt0.39",6306.66666666667,5369016,851.189082069439,TRUE,20,3,3,2,0,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate"
1382,0.506,176.00853,"Unknown","[M+H]+",NA,0.179,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",200.27,0,3011,3094,0,6133,15042,14206,46747,167816,156384,393175,583861,652749,323661,569895,326383,654634,537449,613090,437172,256726,307655,1262424,842810,1073061,0,0,5881,"F1382_mz176.0085_rt0.51",2035,1262424,620.051571709234,TRUE,22,3,3,3,1,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate"
5135,8.962,778.54663,"Unknown","[M+H]+","ion correlated with 4885; ion correlated with 5121; ion correlated with 4822; ion correlated with 5153; ion correlated with 5126",0.107,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",112.34,0,3564,0,0,0,2409,2543,2430,6065,2666,1834,2336,2122,579451,458930,456833,3694,2156,0,3047,0,817,7770,5997,9082,1462,0,0,"F5135_mz778.5466_rt8.96",1188,579451,487.343986543314,TRUE,19,3,3,2,1,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate"
2801,1.182,279.13461,"Unknown","[M+H]+","ion correlated with 1097; ion correlated with 2369; ion correlated with 2102",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",37.47,0,1811,2496,0,0,2370,1598,207997,188373,114985,292108,581258,527906,17536,14731,23732,28347,119296,24994,61600,93343,111222,8727,3356,3596,0,3509,0,"F2801_mz279.1346_rt1.18",1435.66666666667,581258,404.588631090487,TRUE,21,3,3,2,1,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate"
1428,0.515,179.01741,"Unknown","[M+H]+",NA,0.536,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",125.48,7188,0,0,0,8860,8342,0,619313,540235,509372,665942,806976,935014,76078,293203,0,644498,679974,607178,681115,877004,601951,735249,549951,506093,0,0,0,"F1428_mz179.0174_rt0.52",2396,935014,390.077179808093,TRUE,19,2,3,2,0,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate"
4963,9.061,660.30847,"Unknown","[M+H]+",NA,0.071,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",67.96,0,1766,0,0,163319,3077,0,2484,3229,0,2045,1467,0,3664,4116,1636,0,172068,3776,0,1920,3338,0,190148,4237,0,1739,0,"F4963_mz660.3085_rt9.06",588.666666666667,190148,322.468626342566,TRUE,16,3,2,2,1,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate"
