"Alignment ID","Average Rt(min)","Average Mz","Metabolite name","Adduct type","Post curation result","Fill %","MS/MS assigned","Reference RT","Reference m/z","Formula","Ontology","INCHIKEY","SMILES","Annotation tag (VS1.0)","RT matched","m/z matched","MS/MS matched","Total score","RT similarity","Dot product","Reverse dot product","Fragment presence %","S/N average","blank_1","blank_2","blank_3","blank_4","exudate_1","exudate_2","exudate_3","FC_1","FC_2","FC_3","fungi_old_1","fungi_old_2","fungi_old_3","leaf_1","leaf_2","leaf_3","new_in_P08","new_in_P09","new_in_P10","new_out_P08","new_out_P09","new_out_P10","root_1","root_2","root_3","Soil_control_1","Soil_control_2","Soil_control_3","feature_name","blank_mean","maximum_biological_signal","sample_to_blank_ratio","present_in_any_group","number_detected","group1_n","group2_n","detection_category","RT_flag","MSMS_flag","annotation_flag"
312,0.824,100.11221,"Unknown","[M+H]+","similar chromatogram in higher mz_2104",0.107,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",688.66,21146,34453,28205,0,22944,24398,24119,13065,0,18423,0,21961,0,4106031,9939081,13190845,19650,16682,0,0,29123,6895,29188,32344,73464,17447,27085,22003,"F312_mz100.1122_rt0.82",27934.6666666667,13190845,472.186547663083,TRUE,19,1,2,"Fungal control-associated detection","Early RT","MS/MS available","Unknown"
316,0.695,100.59153,"Unknown","[M+H]+","similar chromatogram in higher mz_2141; similar chromatogram in higher mz_2888; similar chromatogram in higher mz_2923",0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",18.94,0,0,0,0,0,0,0,0,102389,67188,0,0,0,0,0,0,0,0,25128,37273,39120,0,0,0,0,0,0,0,"F316_mz100.5915_rt0.7",0,102389,102390,TRUE,5,0,2,"Fungal control-associated detection","Early RT","No MS/MS assignment","Unknown"
361,0.696,104.05297,"Unknown","[M+H]+","ion correlated with 4471; ion correlated with 1256; ion correlated with 1567; ion correlated with 2015; ion correlated with 2363; ion correlated with 2543; ion correlated with 1187; ion correlated with 1700; ion correlated with 1441; ion correlated with 530; ion correlated with 1376; ion correlated with 2929; found in higher mz's MsMs_1031",0.321,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",134.37,0,8166,4011,0,2878,5376,0,1581957,2265126,2245500,831391,0,0,0,22131,79963,349149,470969,261830,831275,1585576,1656351,0,0,0,0,4022,0,"F361_mz104.053_rt0.7",4059,2265126,557.913054187192,TRUE,15,1,3,"Fungal control-associated detection","Early RT","No MS/MS assignment","Unknown"
398,0.898,107.59945,"Unknown","[M+H]+","ion correlated with 47; ion correlated with 818; ion correlated with 4011; ion correlated with 3478; ion correlated with 2727; ion correlated with 4054; ion correlated with 3651; ion correlated with 3312; ion correlated with 2963; ion correlated with 3025; ion correlated with 3628; ion correlated with 3334; ion correlated with 62; similar chromatogram in higher mz_2204; similar chromatogram in higher mz_4011; similar chromatogram in higher mz_733; similar chromatogram in higher mz_971; similar chromatogram in higher mz_2761; similar chromatogram in higher mz_3012; similar chromatogram in higher mz_4269; similar chromatogram in higher mz_4352; similar chromatogram in higher mz_4447; similar chromatogram in higher mz_4853; similar chromatogram in higher mz_4894; similar chromatogram in higher mz_2794; similar chromatogram in higher mz_4735; similar chromatogram in higher mz_4638",0.357,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",1073.68,0,2082,0,0,0,0,0,606238,1045577,952715,457213,0,0,0,0,0,200968,439221,273040,501606,591776,839982,0,0,0,0,0,0,"F398_mz107.5994_rt0.9",694,1045577,1504.42877697842,TRUE,10,1,3,"Fungal control-associated detection","Early RT","No MS/MS assignment","Unknown"
422,0.4,109.52167,"Unknown","[M+H]+","ion correlated with 3029; ion correlated with 538; ion correlated with 2384; ion correlated with 2798",0.143,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",41.67,0,0,2595,0,21720,35687,20692,3039,0,0,0,2781,2606,548498,462588,479883,8311,2503,0,10914,19338,0,356528,152126,157086,12886,3586,6330,"F422_mz109.5217_rt0.4",865,548498,633.370669745958,TRUE,19,2,1,"Fungi old-associated detection","Very early RT","No MS/MS assignment","Unknown"
425,0.408,109.579,"Unknown","[M+H]+","similar chromatogram in higher mz_4527; similar chromatogram in higher mz_4047; similar chromatogram in higher mz_2241; similar chromatogram in higher mz_3168; similar chromatogram in higher mz_3532; similar chromatogram in higher mz_3740; similar chromatogram in higher mz_3905; similar chromatogram in higher mz_4261",0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",10.23,0,0,0,0,0,0,0,45518,100659,72402,0,0,0,0,0,8570,12823,18241,31826,48900,52196,52484,2244,0,0,0,0,0,"F425_mz109.579_rt0.41",0,100659,100660,TRUE,11,0,3,"Fungal control-associated detection","Very early RT","No MS/MS assignment","Unknown"
470,0.397,112.96694,"Unknown","[M+H]+","ion correlated with 275; ion correlated with 1473; ion correlated with 2692; ion correlated with 1657",0.321,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",102.04,56474,0,2243,0,112996,68703,112606,0,5241,13868,0,0,0,3151294,2399172,2229252,0,0,2908,5098,0,2743,968762,593078,835245,184628,271282,91606,"F470_mz112.9669_rt0.4",19572.3333333333,3151294,160.999403950954,TRUE,17,0,2,"Fungal control-associated detection","Very early RT","No MS/MS assignment","Unknown"
494,0.399,114.49761,"Unknown","[M+H]+","ion correlated with 237; ion correlated with 4537; ion correlated with 1353; ion correlated with 528; ion correlated with 849",0.179,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",124.88,0,0,0,0,130906,89944,148954,18925,22972,9777,8978,0,0,0,0,0,0,7710,0,0,11649,11671,56084,17608,24674,382673,468452,252623,"F494_mz114.4976_rt0.4",0,468452,468453,TRUE,16,1,3,"Fungal control-associated detection","Very early RT","No MS/MS assignment","Unknown"
496,0.704,114.59486,"Unknown","[M+H]+","ion correlated with 4951; ion correlated with 3184; ion correlated with 2073; ion correlated with 3474; similar chromatogram in higher mz_1617; similar chromatogram in higher mz_2134; similar chromatogram in higher mz_3649; similar chromatogram in higher mz_4281; similar chromatogram in higher mz_4380",0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",8.66,0,0,0,0,0,0,0,63919,99366,114951,0,0,0,0,0,0,0,0,0,21062,62453,61784,0,0,0,0,0,0,"F496_mz114.5949_rt0.7",0,114951,114952,TRUE,6,0,3,"Fungal control-associated detection","Early RT","No MS/MS assignment","Unknown"
508,0.491,115.46633,"Unknown","[M+H]+","ion correlated with 525; similar chromatogram in higher mz_2140; similar chromatogram in higher mz_4811",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",1304.18,0,0,0,0,0,0,0,63459,153166,222708,0,0,0,0,0,0,38131,0,0,90409,185011,37893,0,0,0,0,0,3320,"F508_mz115.4663_rt0.49",0,222708,222709,TRUE,8,0,3,"Fungal control-associated detection","Very early RT","No MS/MS assignment","Unknown"
521,0.901,116.10715,"Unknown","[M+H]+","ion correlated with 4069; ion correlated with 4514; ion correlated with 1730; ion correlated with 4880; ion correlated with 278; ion correlated with 1929; ion correlated with 1904; ion correlated with 1114",0.107,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",113.32,75381,15011,29997,0,20587,26471,20168,0,0,0,0,7001,8032,1533899,1220001,1294270,0,0,0,0,0,0,0,9360,7520,19970,18296,25716,"F521_mz116.1072_rt0.9",40129.6666666667,1533899,38.2226393780318,TRUE,13,2,0,"Fungi old-associated detection","Early RT","MS/MS available","Unknown"
525,0.488,116.68004,"Unknown","[M+H]+","ion correlated with 508; similar chromatogram in higher mz_4804",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",147.09,0,0,0,0,0,0,0,52916,216712,265578,0,0,0,0,0,0,36636,0,25402,50339,128710,54981,0,0,0,0,0,0,"F525_mz116.68_rt0.49",0,265578,265579,TRUE,8,0,3,"Fungal control-associated detection","Very early RT","No MS/MS assignment","Unknown"
537,0.647,117.46486,"Unknown","[M+H]+",NA,0.071,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",87.97,0,0,0,0,0,0,0,25956,119390,228056,0,0,0,0,0,0,0,0,0,0,67900,28228,0,0,0,0,0,0,"F537_mz117.4649_rt0.65",0,228056,228057,TRUE,5,0,3,"Fungal control-associated detection","Early RT","No MS/MS assignment","Unknown"
560,0.737,118.12287,"Unknown","[M+H]+","ion correlated with 2416; similar chromatogram in higher mz_4075; similar chromatogram in higher mz_1574",0.071,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",58.04,6022,36600,32579,0,28046,26313,32036,0,0,33144,17940,0,10942,352038,160126,433285,0,0,60537,19216,13974,17311,0,35991,21544,36877,48996,25316,"F560_mz118.1229_rt0.74",25067,433285,17.2844263603,TRUE,18,2,1,"Fungi old-associated detection","Early RT","No MS/MS assignment","Unknown"
570,0.951,119.44508,"Unknown","[M+H]+","ion correlated with 589; similar chromatogram in higher mz_4336",0.179,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",208.82,0,0,0,0,0,0,0,108302,223690,332033,53225,0,0,0,0,0,70581,41809,48115,228267,252801,88912,0,0,0,0,0,0,"F570_mz119.4451_rt0.95",0,332033,332034,TRUE,10,1,3,"Fungal control-associated detection","Early RT","No MS/MS assignment","Unknown"
589,0.951,120.72379,"Unknown","[M+H]+","ion correlated with 4243; ion correlated with 845; ion correlated with 570; ion correlated with 4005; ion correlated with 4468",0.179,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",188.61,0,0,0,0,0,0,0,129692,269936,232927,45476,0,0,0,0,0,68226,33108,44764,130586,223946,96222,0,0,0,0,0,0,"F589_mz120.7238_rt0.95",0,269936,269937,TRUE,10,1,3,"Fungal control-associated detection","Early RT","No MS/MS assignment","Unknown"
592,0.726,121.04969,"Unknown","[M+H]+","ion correlated with 348; ion correlated with 905; ion correlated with 839; similar chromatogram in higher mz_839; similar chromatogram in higher mz_1537",0.143,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",374.75,0,20483,11409,0,53819,60567,6218,0,0,0,1423854,3551402,1966856,0,31892,48115,0,0,0,0,0,19352,55473,0,21441,11352,121197,28175,"F592_mz121.0497_rt0.73",10630.6666666667,3551402,334.040100329205,TRUE,14,3,0,"Fungi old-associated detection","Early RT","MS/MS available","Unknown"
601,0.907,121.60265,"Unknown","[M+H]+","ion correlated with 3552; ion correlated with 4791; ion correlated with 712; ion correlated with 971; ion correlated with 3473; ion correlated with 4524; ion correlated with 3798; ion correlated with 3363; ion correlated with 4054; ion correlated with 3616; ion correlated with 1545; ion correlated with 3614; ion correlated with 3651; ion correlated with 2349; ion correlated with 3501; ion correlated with 647; ion correlated with 3806; ion correlated with 2248; ion correlated with 2688; ion correlated with 3480; ion correlated with 4036; ion correlated with 3900; ion correlated with 3785; similar chromatogram in higher mz_2928; similar chromatogram in higher mz_2264; similar chromatogram in higher mz_2280; similar chromatogram in higher mz_1623; similar chromatogram in higher mz_1841; similar chromatogram in higher mz_4735; similar chromatogram in higher mz_3570",0.286,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",387.42,0,0,0,0,0,0,0,434899,662749,578949,205856,0,0,0,0,0,18158,157557,93229,322165,397031,569906,0,0,0,0,0,0,"F601_mz121.6026_rt0.91",0,662749,662750,TRUE,10,1,3,"Fungal control-associated detection","Early RT","No MS/MS assignment","Unknown"
605,0.579,122.07134,"Unknown","[M+H]+","found in higher mz's MsMs_2597",0.286,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",62.39,10211,3096,5490,0,4524,5240,4064,728862,789644,829545,757989,0,0,0,0,0,257028,241288,149466,530141,672654,696880,0,0,0,10736,8050,6364,"F605_mz122.0713_rt0.58",6265.66666666667,829545,132.374361702128,TRUE,16,1,3,"Fungal control-associated detection","Early RT","No MS/MS assignment","Unknown"
621,0.492,123.05533,"Unknown","[M+H]+","similar chromatogram in higher mz_2790; similar chromatogram in higher mz_1607; similar chromatogram in higher mz_1236; similar chromatogram in higher mz_3687; similar chromatogram in higher mz_4399; similar chromatogram in higher mz_3915; similar chromatogram in higher mz_1500; similar chromatogram in higher mz_1884; similar chromatogram in higher mz_3859",0.143,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",23.25,53900,59783,53480,0,55415,66346,75540,0,0,0,718063,695195,581209,183993,197018,252652,226855,96728,199781,100166,50650,0,108854,159592,214971,70146,79865,57643,"F621_mz123.0553_rt0.49",55721,718063,12.8865439144324,TRUE,20,3,0,"Fungi old-associated detection","Very early RT","No MS/MS assignment","Unknown"
624,0.6,123.0556,"Unknown","[M+H]+","similar chromatogram in higher mz_1330; found in higher mz's MsMs_2463",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",28.01,46024,52557,49991,0,49346,46637,30073,0,0,58528,522192,562381,381248,78368,30150,68900,54096,235686,124608,270298,141056,60313,27928,50055,80786,67033,25910,35703,"F624_mz123.0556_rt0.6",49524,562381,11.3555174154467,TRUE,22,3,1,"Fungi old-associated detection","Early RT","No MS/MS assignment","Unknown"
626,1.054,123.11687,"Unknown","[M+H]+",NA,0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",4.55,28520,19828,19829,0,22238,29182,26474,19583,0,0,16575,22148,19535,118615,46603,115449,16956,16794,15415,5923,23570,20824,8696,11112,16286,15926,19429,27298,"F626_mz123.1169_rt1.05",22725.6666666667,118615,5.21924317981813,TRUE,22,3,1,"Fungi old-associated detection","RT >= 1 min","No MS/MS assignment","Unknown"
645,0.398,124.50014,"Unknown","[M+H]+","ion correlated with 20",0.071,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",37.03,0,0,0,0,58860,26062,58981,30714,12688,19896,0,17057,0,0,25304,37201,5572,7495,0,15041,0,23442,20676,0,18244,126087,99267,151995,"F645_mz124.5001_rt0.4",0,151995,151996,TRUE,18,1,3,"Fungal control-associated detection","Very early RT","No MS/MS assignment","Unknown"
647,0.922,124.59174,"Unknown","[M+H]+","ion correlated with 3552; ion correlated with 1859; ion correlated with 4791; ion correlated with 712; ion correlated with 971; ion correlated with 3473; ion correlated with 4524; ion correlated with 3798; ion correlated with 2727; ion correlated with 4054; ion correlated with 601; ion correlated with 3616; ion correlated with 1545; ion correlated with 3614; ion correlated with 3312; ion correlated with 2349; ion correlated with 3806; ion correlated with 3628; ion correlated with 2248; ion correlated with 2688; ion correlated with 3480; ion correlated with 4036; ion correlated with 3900; ion correlated with 4637; ion correlated with 3785; ion correlated with 2332; ion correlated with 916; ion correlated with 3465; ion correlated with 3294; ion correlated with 4312; similar chromatogram in higher mz_924; similar chromatogram in higher mz_999; similar chromatogram in higher mz_2045; similar chromatogram in higher mz_2214; similar chromatogram in higher mz_2248; similar chromatogram in higher mz_2282; similar chromatogram in higher mz_3732; similar chromatogram in higher mz_3736; similar chromatogram in higher mz_3839; similar chromatogram in higher mz_4393; similar chromatogram in higher mz_4948; similar chromatogram in higher mz_3524; similar chromatogram in higher mz_3585",0.286,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",105.45,0,0,0,0,0,0,0,559967,688740,531874,185911,0,0,0,0,0,91583,136679,78697,322678,509064,490898,0,0,0,0,0,0,"F647_mz124.5917_rt0.92",0,688740,688741,TRUE,10,1,3,"Fungal control-associated detection","Early RT","No MS/MS assignment","Unknown"
656,0.859,125.10196,"Unknown","[M+H]+","ion correlated with 2403; ion correlated with 1429",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",33.07,86364,23556,27840,0,21303,36834,21928,2829,0,0,24732,14252,9520,673774,184653,166881,0,13068,0,0,0,0,0,0,0,21655,26226,22595,"F656_mz125.102_rt0.86",45920,673774,14.6724809999782,TRUE,14,3,1,"Fungi old-associated detection","Early RT","No MS/MS assignment","Unknown"
685,0.426,127.12337,"Unknown","[M+H]+",NA,0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",16.84,1333,0,0,0,0,0,0,0,0,0,103166,82009,38136,0,0,0,0,7364,0,0,7409,0,0,0,0,0,0,0,"F685_mz127.1234_rt0.43",444.333333333333,103166,231.662425149701,TRUE,5,3,0,"Fungi old-associated detection","Very early RT","No MS/MS assignment","Unknown"
692,0.531,128.01942,"Unknown","[M+H]+","ion correlated with 197; ion correlated with 224",0.071,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",209.73,207418,203834,248279,0,637324,518916,492097,0,36860,0,43177,116081,70746,0,120039,0,0,0,0,0,0,0,0,45870,0,1570236,1602675,1040055,"F692_mz128.0194_rt0.53",219843.666666667,1602675,7.29003811782258,TRUE,12,3,1,"Fungi old-associated detection","Early RT","MS/MS available","Unknown"
713,0.812,129.13896,"Unknown","[M+H]+",NA,0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",30.83,0,0,0,0,0,0,0,0,0,92280,314433,175777,70799,108859,16021,135157,0,0,0,0,0,0,0,0,0,0,0,0,"F713_mz129.139_rt0.81",0,314433,314434,TRUE,7,3,1,"Fungi old-associated detection","Early RT","No MS/MS assignment","Unknown"
733,0.896,130.6028,"Unknown","[M+H]+","similar chromatogram in higher mz_3616",0.143,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",28.18,0,0,0,0,0,0,0,151694,375878,0,26015,0,0,0,0,0,69881,0,0,129536,81636,134438,0,0,0,0,0,0,"F733_mz130.6028_rt0.9",0,375878,375879,TRUE,7,1,2,"Fungal control-associated detection","Early RT","No MS/MS assignment","Unknown"
748,0.892,131.36801,"Unknown","[M+H]+","ion correlated with 712; ion correlated with 769; ion correlated with 3025; ion correlated with 3628",0.357,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",3698.66,0,0,0,0,0,0,0,510575,843650,1035761,225300,0,0,0,0,0,270635,187637,229976,671605,854165,374878,0,0,0,0,0,0,"F748_mz131.368_rt0.89",0,1035761,1035762,TRUE,10,1,3,"Fungal control-associated detection","Early RT","No MS/MS assignment","Unknown"
769,0.892,132.84227,"Unknown","[M+H]+","ion correlated with 748; ion correlated with 3628",0.357,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",8393.96,0,0,0,0,0,0,0,489044,807849,1041252,230638,0,0,0,0,0,248196,203621,237652,669955,903870,359905,0,0,0,2260,0,0,"F769_mz132.8423_rt0.89",0,1041252,1041253,TRUE,11,1,3,"Fungal control-associated detection","Early RT","No MS/MS assignment","Unknown"
774,0.536,133.03189,"Unknown","[M+H]+","ion correlated with 2364; ion correlated with 2372; ion correlated with 991",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",288.44,53390,13990,10977,0,62341,51141,47618,1332573,1698300,2725377,487427,0,0,114298,106048,242781,597514,1087794,691288,1615695,1599792,1586713,0,0,0,67479,76663,77164,"F774_mz133.0319_rt0.54",26119,2725377,104.340658499234,TRUE,19,1,3,"Fungal control-associated detection","Early RT","No MS/MS assignment","Unknown"
