"feature_name","RT","mz","metabolite_name","adduct","formula","ontology","MSMS","RT_flag","blank_ratio","log2_fold_change","raw_p","FDR","evidence_tier","possible_standard"
"F1802_mz204.9095_rt0.43",0.433,204.90947,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",208414,-1.92866115124911,0.000232323320501293,0.082947833545563,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F574_mz119.9606_rt0.47",0.474,119.96062,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",133.285589179722,-1.84086748607796,0.00159423720542397,0.082947833545563,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F327_mz101.9501_rt0.47",0.473,101.95007,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",224.937820983125,-1.7624970576454,0.00161769920033465,0.082947833545563,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F1158_mz160.9872_rt0.48",0.475,160.98715,"Unknown","[M+H]+","null","null",TRUE,"Very early RT",7.10565115144813,-1.65101509559587,0.0019177636519261,0.082947833545563,"Tier 3: exploratory + >=2-fold","Unknown feature - investigate MS/MS"
"F2296_mz241.9999_rt0.39",0.393,241.99988,"Unknown","[M+H]+","null","null",TRUE,"Very early RT",10563256,-1.61139311169622,0.00111310292016522,0.082947833545563,"Tier 3: exploratory + >=2-fold","Unknown feature - investigate MS/MS"
"F2922_mz288.0046_rt0.49",0.491,288.00458,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",290154,1.61118658373413,0.00117223474156512,0.082947833545563,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F901_mz142.0865_rt0.96",0.965,142.08653,"Unknown","[M+H]+","null","null",FALSE,"Early RT",9.09119354993521,-1.58500804851727,0.00260013137770772,0.082947833545563,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F231_mz91.5425_rt0.4",0.399,91.54252,"Unknown","[M+2H]2+","null","null",FALSE,"Very early RT",1184.4699772801,-1.57942794329447,0.00168737670633966,0.082947833545563,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F2231_mz236.1049_rt0.52",0.521,236.1049,"Unknown","[M+H]+","null","null",TRUE,"Early RT",546.109814849802,1.57497180355801,0.00194549540952608,0.082947833545563,"Tier 3: exploratory + >=2-fold","Unknown feature - investigate MS/MS"
"F3276_mz315.1151_rt0.44",0.438,315.11511,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",163754,1.49341827876813,0.000799882601506624,0.082947833545563,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F2223_mz235.0928_rt0.49",0.486,235.09285,"Unknown","[M+H]+","null","null",TRUE,"Very early RT",19496869,1.46700740284241,0.00235043050798903,0.082947833545563,"Tier 3: exploratory + >=2-fold","Unknown feature - investigate MS/MS"
"F2534_mz260.0106_rt0.39",0.394,260.01056,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",312930,-1.44682233748634,0.000833800221091115,0.082947833545563,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F2032_mz220.9814_rt0.39",0.392,220.98143,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",776.393904208999,-1.36731903457287,0.00244208946127669,0.082947833545563,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F2006_mz218.9839_rt0.39",0.391,218.9839,"Unknown","[M+H]+","null","null",TRUE,"Very early RT",6654493,-1.36262955496497,0.00224227247184447,0.082947833545563,"Tier 3: exploratory + >=2-fold","Unknown feature - investigate MS/MS"
"F233_mz92.5225_rt0.39",0.394,92.52245,"Unknown","[M+H]2+","null","null",FALSE,"Very early RT",634.356808140313,-1.3350805398513,0.00137380017970044,0.082947833545563,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F2239_mz236.9593_rt0.4",0.399,236.95926,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",152.361748833806,-1.33079859814434,0.000225729140086979,0.082947833545563,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F222_mz90.526_rt0.4",0.396,90.52601,"Unknown","[M+2H]2+","null","null",TRUE,"Very early RT",287.8033756251,-1.30258483774335,0.00275295840050209,0.082947833545563,"Tier 3: exploratory + >=2-fold","Unknown feature - investigate MS/MS"
"F1974_mz216.951_rt0.39",0.393,216.95103,"Unknown","[M+H]+","null","null",TRUE,"Very early RT",13418.6493665713,-1.2946382200302,0.00153036814194198,0.082947833545563,"Tier 3: exploratory + >=2-fold","Unknown feature - investigate MS/MS"
"F408_mz108.5367_rt0.41",0.41,108.53668,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",291737,-1.26083482578635,0.00124242692402564,0.082947833545563,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F2219_mz234.9617_rt0.4",0.398,234.9617,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",206.970972926975,-1.2386713637945,0.0020400468450807,0.082947833545563,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F192_mz87.5344_rt0.39",0.39,87.53439,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",670.150525087515,-1.21799499259364,0.00184735435917264,0.082947833545563,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F371_mz104.908_rt0.39",0.393,104.90804,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",239396,-1.19392450545356,0.00134865997662793,0.082947833545563,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F1516_mz185.0239_rt0.4",0.401,185.02388,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",4243.43832891247,-1.17516878457077,0.00100177588559244,0.082947833545563,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F306_mz99.5314_rt0.41",0.406,99.53137,"Unknown","[M+2H]2+","null","null",TRUE,"Very early RT",153.389389068349,-1.13397313696546,0.00204811493063617,0.082947833545563,"Tier 3: exploratory + >=2-fold","Unknown feature - investigate MS/MS"
"F2097_mz225.987_rt0.38",0.384,225.98697,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",209.468763244893,-1.09040722602468,0.00171656336505596,0.082947833545563,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F2414_mz250.9391_rt0.4",0.401,250.93913,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",1000.60032948929,-1.0892207121779,0.00190165542029559,0.082947833545563,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F2198_mz232.9286_rt0.4",0.397,232.92859,"Unknown","[M+H]+","null","null",TRUE,"Very early RT",792.939122649955,-1.0665105670183,0.00272719563631684,0.082947833545563,"Tier 3: exploratory + >=2-fold","Unknown feature - investigate MS/MS"
"F898_mz142.0352_rt0.39",0.394,142.03519,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",251.316320807628,-1.0638208118798,0.00205370935648902,0.082947833545563,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F504_mz115.0868_rt0.79",0.792,115.08684,"Unknown","[M+H]+","null","null",FALSE,"Early RT",31.9306024621418,1.02549206854209,0.0012211959438275,0.082947833545563,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F3219_mz309.9398_rt0.43",0.433,309.93985,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",132202,-2.23180587068173,0.00293628158012001,0.0830907693331476,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F2056_mz222.9204_rt0.43",0.434,222.92035,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",268088,-2.07295147649493,0.00283903193409535,0.0830907693331476,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F946_mz145.0096_rt0.47",0.473,145.00964,"Unknown","[M+H]+","null","null",TRUE,"Very early RT",48.669047867348,-1.87106822014781,0.0031139771463993,0.0830907693331476,"Tier 3: exploratory + >=2-fold","Unknown feature - investigate MS/MS"
"F513_mz116.0111_rt0.46",0.456,116.01108,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",13.1248435805456,1.69813792654836,0.00311740260124363,0.0830907693331476,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F16_mz62.024_rt0.39",0.389,62.02398,"Unknown","[M+2H]2+","null","null",FALSE,"Very early RT",153.583207105481,-1.30614634443827,0.00297561157858866,0.0830907693331476,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F3880_mz369.925_rt0.39",0.394,369.92505,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",602872,-1.21451708000478,0.00302094892678306,0.0830907693331476,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F4025_mz385.9818_rt0.49",0.486,385.98184,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",65.3033428165007,3.2613512275275,0.00397413762451329,0.0848855043992748,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F1535_mz187.0579_rt0.47",0.47,187.05789,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",132.099242910304,-1.93958339646309,0.00373670013119821,0.0848855043992748,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F2822_mz280.9941_rt0.4",0.396,280.99411,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",749235,-1.85343627708982,0.00420144480714839,0.0848855043992748,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F904_mz142.9767_rt0.47",0.474,142.9767,"Unknown","[M+H]+","null","null",TRUE,"Very early RT",30.5283046868676,-1.73627346910431,0.00381985856023878,0.0848855043992748,"Tier 3: exploratory + >=2-fold","Unknown feature - investigate MS/MS"
"F4391_mz443.9871_rt0.49",0.491,443.98709,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",269989,1.51603084993063,0.00384186963658102,0.0848855043992748,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F2320_mz243.9975_rt0.39",0.392,243.99754,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",1283.18052365641,-1.46604575866454,0.00457934771070907,0.0848855043992748,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F364_mz104.1071_rt0.44",0.44,104.1071,"Unknown","[M+H]+","null","null",TRUE,"Very early RT",9645.38883636757,1.43194898603514,0.00377620553786229,0.0848855043992748,"Tier 3: exploratory + >=2-fold","Unknown feature - investigate MS/MS"
"F2507_mz257.9776_rt0.4",0.397,257.9776,"Unknown","[M+H]+","null","null",TRUE,"Very early RT",5058283,-1.39879138371247,0.00445027503338638,0.0848855043992748,"Tier 3: exploratory + >=2-fold","Unknown feature - investigate MS/MS"
"F355_mz103.5607_rt0.39",0.391,103.5607,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",471.04067695962,-1.35819850519359,0.00362896638394543,0.0848855043992748,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F2274_mz239.9668_rt0.39",0.39,239.96683,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",13114.9194187583,-1.31745782159422,0.00480646629480048,0.0848855043992748,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F3660_mz348.9416_rt0.4",0.404,348.94159,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",232030,-1.19590430508008,0.003724127832528,0.0848855043992748,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F289_mz98.9844_rt0.56",0.559,98.98435,"Unknown","[M+H]+","null","null",FALSE,"Early RT",25.9521054795325,1.19483529704183,0.00440184838709483,0.0848855043992748,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F3634_mz346.9093_rt0.4",0.397,346.90933,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",952431,-1.1650883437161,0.00420838163450622,0.0848855043992748,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F1094_mz156.0422_rt0.42",0.424,156.04224,"Unknown","[M+H]+","null","null",TRUE,"Very early RT",165.231118612636,1.07909435722361,0.00355390421111668,0.0848855043992748,"Tier 3: exploratory + >=2-fold","Unknown feature - investigate MS/MS"
"F692_mz128.0194_rt0.53",0.531,128.01942,"Unknown","[M+H]+","null","null",TRUE,"Early RT",7.29003811782258,-1.05968907209799,0.00404209432171545,0.0848855043992748,"Tier 3: exploratory + >=2-fold","Unknown feature - investigate MS/MS"
"F417_mz109.0469_rt0.41",0.406,109.04688,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",91.7042165862766,-1.03211509546206,0.00461085438685715,0.0848855043992748,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F3606_mz344.876_rt0.39",0.391,344.87595,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",1035606,-1.0307425064772,0.00496084116619138,0.0848855043992748,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F35_mz67.5101_rt0.4",0.399,67.51008,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",98.6517248024667,-1.02446461344578,0.00472403172665899,0.0848855043992748,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F1037_mz151.0354_rt0.39",0.392,151.03539,"Unknown","[M+H]+","null","null",TRUE,"Very early RT",347.847908922433,-1.01272444910651,0.00475644033553929,0.0848855043992748,"Tier 3: exploratory + >=2-fold","Unknown feature - investigate MS/MS"
"F2160_mz229.9585_rt0.43",0.433,229.95854,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",146954,-2.33689216363977,0.00509674615219739,0.0861474410603119,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F4239_mz416.917_rt0.4",0.397,416.91699,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",178893,-1.57463995827294,0.00552755994385416,0.0880597480710558,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F1267_mz168.0507_rt0.39",0.388,168.05069,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",112881,-1.35918424793171,0.00535751377989989,0.0880597480710558,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F822_mz137.0812_rt0.51",0.512,137.08116,"Unknown","[M+H]+","null","null",FALSE,"Early RT",45.3224088013897,-2.96654324942537,0.00574204474271931,0.0884274890378773,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F2852_mz284.047_rt0.39",0.392,284.04697,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",575493,-1.37440857848682,0.00573106111339501,0.0884274890378773,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F803_mz136.0082_rt0.4",0.4,136.00822,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",1408.86138175376,-1.3784856203982,0.00582520635614051,0.0887223737319862,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F2309_mz242.8657_rt0.43",0.428,242.86566,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",222695,-2.79533903087844,0.00611453811560418,0.0921168459589934,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F2078_mz223.9891_rt0.38",0.382,223.98914,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",57.6990216228628,-1.00186374205132,0.00644741774554335,0.0950651169715221,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F2461_mz254.9424_rt0.39",0.389,254.94244,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",1794.97831423895,-2.15305598126372,0.00677625726691887,0.0971701146778723,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F2613_mz267.0136_rt0.39",0.392,267.01364,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",572703,-1.93678619234901,0.00687061416914248,0.0971701146778723,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F2532_mz259.9482_rt0.45",0.447,259.94815,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",210152,1.45546422521778,0.00686386503832542,0.0971701146778723,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F217_mz89.5452_rt0.39",0.391,89.54515,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",341181,-1.17353635278613,0.0071745897330434,0.0974900134313544,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F1246_mz167.013_rt0.4",0.397,167.01297,"Unknown","[M+H]+","null","null",TRUE,"Very early RT",119.357766177582,-1.07586402150868,0.00711907503848384,0.0974900134313544,"Tier 3: exploratory + >=2-fold","Unknown feature - investigate MS/MS"
"F2769_mz277.0093_rt0.4",0.399,277.00928,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",438441,-1.3302051113626,0.00725508757508233,0.0976267124180981,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F2846_mz283.0269_rt0.39",0.387,283.02686,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",119925,-3.07229268499804,0.007554611494478,0.0981807545272438,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F1016_mz149.0599_rt2.67",2.671,149.05994,"Unknown","[M+H]+","null","null",FALSE,"RT >= 1 min",31.1462431473718,1.51088585922323,0.00749556888684422,0.0981807545272438,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F849_mz139.018_rt0.4",0.399,139.01799,"Unknown","[M+2H]2+","null","null",FALSE,"Very early RT",108.98070765947,-1.33616136627007,0.00749555435925043,0.0981807545272438,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F1677_mz196.0642_rt0.5",0.496,196.06416,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",544.819928362097,-3.54405677945142,0.00789698816290708,0.0987866099511584,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F1212_mz165.0068_rt0.62",0.616,165.00684,"Unknown","[M+H]+","null","null",FALSE,"Early RT",263229,-2.33807102589588,0.00831216953580949,0.0987866099511584,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F422_mz109.5217_rt0.4",0.4,109.52167,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",633.370669745958,2.20156138379682,0.00833912941146142,0.0987866099511584,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F3719_mz353.9471_rt0.39",0.391,353.94708,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",372423,-1.47446913401995,0.00796809343609176,0.0987866099511584,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F2533_mz259.9752_rt0.4",0.398,259.97516,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",875679,-1.39505481466018,0.00809038185245193,0.0987866099511584,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F273_mz97.9915_rt0.4",0.395,97.99152,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",272.912911064312,-1.29884543037853,0.00798020441031105,0.0987866099511584,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F147_mz82.5372_rt0.39",0.391,82.53722,"Unknown","[M+H]+","null","null",TRUE,"Very early RT",772.76399717692,-1.23822621827513,0.00822382749281383,0.0987866099511584,"Tier 3: exploratory + >=2-fold","Unknown feature - investigate MS/MS"
"F1507_mz184.0971_rt0.86",0.86,184.09714,"Unknown","[M+H]+","null","null",TRUE,"Early RT",716.68710633568,-1.18305551264493,0.00805513345678107,0.0987866099511584,"Tier 3: exploratory + >=2-fold","Unknown feature - investigate MS/MS"
"F237_mz93.9843_rt0.39",0.391,93.98428,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",633311,-1.1298687380919,0.00782998684096065,0.0987866099511584,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F844_mz138.511_rt0.38",0.385,138.51096,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",160287,-1.92630318426839,0.00881123087215802,0.100422152520951,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F1670_mz195.9491_rt0.85",0.852,195.94911,"Unknown","[M+H]+","null","null",FALSE,"Early RT",55.9884468909015,-1.30501663519351,0.00889798780504833,0.100422152520951,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F3828_mz364.9195_rt0.4",0.404,364.91946,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",272218,-1.27327297181859,0.00891296653909004,0.100422152520951,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F2479_mz255.9445_rt0.39",0.394,255.9445,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",236.485907191083,-1.26887939310705,0.00898437728181666,0.100422152520951,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F323_mz101.0254_rt0.39",0.393,101.02541,"Unknown","[M+2H]2+","null","null",FALSE,"Very early RT",164.101444415168,-1.38239615124783,0.00950910589914924,0.103478231073659,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F54_mz71.0293_rt0.39",0.39,71.02927,"Unknown","[M+2H]2+","null","null",TRUE,"Very early RT",1086.69906547019,-1.05535182367724,0.00954779969380892,0.103478231073659,"Tier 3: exploratory + >=2-fold","Unknown feature - investigate MS/MS"
"F1061_mz153.033_rt0.39",0.392,153.03296,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",742.700698643809,-1.04225424972834,0.00970575038930423,0.103478231073659,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F2756_mz275.9257_rt0.45",0.451,275.92572,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",438398,1.33640558683433,0.0103511962466071,0.106272281465166,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F471_mz112.9999_rt0.47",0.471,112.99994,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",1624.65419232591,-1.19671283055236,0.0102736927358497,0.106272281465166,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F49_mz70.0127_rt0.39",0.388,70.01273,"Unknown","[M+2H]2+","null","null",TRUE,"Very early RT",1037.49138201191,-1.00871264670184,0.0103252347839953,0.106272281465166,"Tier 3: exploratory + >=2-fold","Unknown feature - investigate MS/MS"
"F588_mz120.5548_rt0.41",0.409,120.5548,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",204287,-1.19869556377679,0.0110407800836824,0.110911311730303,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F2593_mz265.016_rt0.39",0.391,265.01596,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",3125.54302512026,-1.60093931408821,0.0115964540540553,0.112396400831613,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F494_mz114.4976_rt0.4",0.399,114.49761,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",468453,-1.28737226379615,0.0115439306597086,0.112396400831613,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F2577_mz263.0879_rt0.48",0.479,263.08795,"Unknown","[M+H]+","null","null",TRUE,"Very early RT",1752247,-1.22224615845189,0.0115848270523575,0.112396400831613,"Tier 3: exploratory + >=2-fold","Unknown feature - investigate MS/MS"
"F1143_mz159.4998_rt0.43",0.434,159.49982,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",39.0253596820243,-2.5576210406162,0.0117379783453282,0.112978041573784,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F1518_mz185.0424_rt0.48",0.483,185.04243,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",269.856554911831,-1.56327532547236,0.0120135494941129,0.114832962750624,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F1396_mz176.9619_rt0.45",0.45,176.96191,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",30.6984595737888,1.14442532358277,0.0134462850850112,0.124605431186109,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F1127_mz158.4834_rt0.44",0.438,158.48335,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",168460,-3.59485045969307,0.0146950030107888,0.130383971654384,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F1265_mz168.0199_rt0.5",0.499,168.01991,"Unknown","[M+2H]2+","null","null",FALSE,"Very early RT",224.142370262656,-1.82547602129114,0.014355842654114,0.130383971654384,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F3640_mz347.1831_rt0.42",0.423,347.18307,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",125037,1.05762257241504,0.0148633964800812,0.130383971654384,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F2549_mz261.031_rt0.39",0.393,261.03101,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",706120,-1.09718045849056,0.0153352514965425,0.132016512883279,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F1503_mz184.0033_rt0.47",0.474,184.0033,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",56.0004190675746,-1.72670095439879,0.0154587971794475,0.132258598090829,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F391_mz107.0493_rt0.94",0.945,107.04929,"Unknown","[M+H]+","null","null",TRUE,"Early RT",276.814823731728,1.37882595611753,0.0161709126121484,0.135835665942047,"Tier 3: exploratory + >=2-fold","Unknown feature - investigate MS/MS"
"F2758_mz275.9881_rt0.41",0.408,275.98807,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",215304,-1.76214855322613,0.016484390418582,0.136217457613545,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F21_mz63.0227_rt0.39",0.393,63.02274,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",1000.59194711538,-1.01126695220066,0.0164294074954312,0.136217457613545,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F788_mz134.9917_rt0.39",0.391,134.99173,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",12.0093420391763,-1.29176129851399,0.016712817874558,0.136258621024338,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F2608_mz266.124_rt0.47",0.468,266.12396,"Unknown","[M+H]+","null","null",TRUE,"Very early RT",3895.25129907621,1.30245976867469,0.0168675088521239,0.136444395648154,"Tier 3: exploratory + >=2-fold","Unknown feature - investigate MS/MS"
"F3231_mz310.8517_rt0.42",0.423,310.85175,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",136247,-2.67790803714835,0.0172506551065681,0.138204670391349,"Tier 3: exploratory + >=2-fold","Identification needed first"
